Match_id,Date,Season,RoundNumber,Team,Elo,RoundStatus
5347.0,2012-03-31,2012,1,Adelaide,1500.0,Past Round
5356.0,2012-04-07,2012,2,Adelaide,1538.792,Past Round
5368.0,2012-04-15,2012,3,Adelaide,1562.674,Past Round
5373.0,2012-04-21,2012,4,Adelaide,1529.752,Past Round
5387.0,2012-04-29,2012,5,Adelaide,1550.733,Past Round
5392.0,2012-05-05,2012,6,Adelaide,1572.524,Past Round
5399.0,2012-05-12,2012,7,Adelaide,1616.51,Past Round
5413.0,2012-05-20,2012,8,Adelaide,1641.471,Past Round
5419.0,2012-05-26,2012,9,Adelaide,1676.215,Past Round
5427.0,2012-06-02,2012,10,Adelaide,1634.455,Past Round
5440.0,2012-06-15,2012,12,Adelaide,1666.028,Past Round
5450.0,2012-06-24,2012,13,Adelaide,1685.727,Past Round
5453.0,2012-06-30,2012,14,Adelaide,1642.146,Past Round
5464.0,2012-07-07,2012,15,Adelaide,1663.802,Past Round
5475.0,2012-07-15,2012,16,Adelaide,1684.986,Past Round
5480.0,2012-07-21,2012,17,Adelaide,1697.737,Past Round
5488.0,2012-07-28,2012,18,Adelaide,1722.091,Past Round
5504.0,2012-08-05,2012,19,Adelaide,1685.728,Past Round
5507.0,2012-08-11,2012,20,Adelaide,1706.777,Past Round
5518.0,2012-08-18,2012,21,Adelaide,1729.107,Past Round
5531.0,2012-08-26,2012,22,Adelaide,1679.049,Past Round
5533.0,2012-09-01,2012,23,Adelaide,1693.689,Past Round
5542.0,2012-09-08,2012,24,Adelaide,1701.38,Past Round
5545.0,2012-09-14,2012,25,Adelaide,1660.295,Past Round
5548.0,2012-09-22,2012,26,Adelaide,1691.328,Past Round
5550.0,2013-03-22,2013,1,Adelaide,1669.47,Past Round
5562.0,2013-04-06,2013,2,Adelaide,1616.511,Past Round
5576.0,2013-04-14,2013,3,Adelaide,1643.227,Past Round
5584.0,2013-04-21,2013,4,Adelaide,1594.788,Past Round
5590.0,2013-04-27,2013,5,Adelaide,1605.785,Past Round
5598.0,2013-05-04,2013,6,Adelaide,1567.263,Past Round
5610.0,2013-05-12,2013,7,Adelaide,1545.472,Past Round
5621.0,2013-05-19,2013,8,Adelaide,1556.266,Past Round
5629.0,2013-05-26,2013,9,Adelaide,1578.461,Past Round
5633.0,2013-06-01,2013,10,Adelaide,1615.836,Past Round
5642.0,2013-06-08,2013,11,Adelaide,1583.656,Past Round
5647.0,2013-06-15,2013,12,Adelaide,1559.841,Past Round
5660.0,2013-06-29,2013,14,Adelaide,1529.617,Past Round
5671.0,2013-07-06,2013,15,Adelaide,1554.376,Past Round
5676.0,2013-07-12,2013,16,Adelaide,1514.303,Past Round
5692.0,2013-07-21,2013,17,Adelaide,1495.683,Past Round
5698.0,2013-07-27,2013,18,Adelaide,1545.066,Past Round
5710.0,2013-08-04,2013,19,Adelaide,1527.593,Past Round
5719.0,2013-08-11,2013,20,Adelaide,1485.226,Past Round
5729.0,2013-08-18,2013,21,Adelaide,1515.787,Past Round
5731.0,2013-08-24,2013,22,Adelaide,1473.285,Past Round
5745.0,2013-08-31,2013,23,Adelaide,1481.111,Past Round
5761.0,2014-03-20,2014,1,Adelaide,1520.982,Past Round
5769.0,2014-03-29,2014,2,Adelaide,1506.41,Past Round
5777.0,2014-04-05,2014,3,Adelaide,1479.762,Past Round
5791.0,2014-04-13,2014,4,Adelaide,1449.943,Past Round
5798.0,2014-04-20,2014,5,Adelaide,1480.706,Past Round
5808.0,2014-04-27,2014,6,Adelaide,1487.925,Past Round
5814.0,2014-05-03,2014,7,Adelaide,1515.787,Past Round
5826.0,2014-05-15,2014,9,Adelaide,1454.26,Past Round
5837.0,2014-05-25,2014,10,Adelaide,1499.528,Past Round
5843.0,2014-06-01,2014,11,Adelaide,1468.765,Past Round
5853.0,2014-06-08,2014,12,Adelaide,1496.965,Past Round
5861.0,2014-06-14,2014,13,Adelaide,1483.135,Past Round
5870.0,2014-06-21,2014,14,Adelaide,1521.522,Past Round
5881.0,2014-06-29,2014,15,Adelaide,1490.894,Past Round
5885.0,2014-07-05,2014,16,Adelaide,1534.475,Past Round
5892.0,2014-07-11,2014,17,Adelaide,1546.753,Past Round
5909.0,2014-07-27,2014,18,Adelaide,1529.82,Past Round
5912.0,2014-08-02,2014,19,Adelaide,1571.445,Past Round
5925.0,2014-08-10,2014,20,Adelaide,1523.006,Past Round
5933.0,2014-08-16,2014,21,Adelaide,1552.285,Past Round
5938.0,2014-08-23,2014,22,Adelaide,1514.101,Past Round
5953.0,2014-08-31,2014,23,Adelaide,1489.544,Past Round
5970.0,2015-04-05,2015,1,Adelaide,1500.608,Past Round
5976.0,2015-04-11,2015,2,Adelaide,1540.074,Past Round
5984.0,2015-04-18,2015,3,Adelaide,1577.179,Past Round
5999.0,2015-04-26,2015,4,Adelaide,1582.778,Past Round
6008.0,2015-05-03,2015,5,Adelaide,1539.871,Past Round
6013.0,2015-05-09,2015,6,Adelaide,1510.929,Past Round
6019.0,2015-05-16,2015,7,Adelaide,1531.168,Past Round
6029.0,2015-05-23,2015,8,Adelaide,1541.018,Past Round
6041.0,2015-05-30,2015,9,Adelaide,1496.56,Past Round
6046.0,2015-06-06,2015,10,Adelaide,1481.853,Past Round
6060.0,2015-06-18,2015,12,Adelaide,1505.263,Past Round
6069.0,2015-06-27,2015,13,Adelaide,1487.992,Past Round
6086.0,2015-07-11,2015,15,Adelaide,1510.12,Past Round
6097.0,2015-07-19,2015,16,Adelaide,1490.825,Past Round
6101.0,2015-07-25,2015,17,Adelaide,1532.855,Past Round
6111.0,2015-08-01,2015,18,Adelaide,1542.3,Past Round
6117.0,2015-08-07,2015,19,Adelaide,1527.728,Past Round
6127.0,2015-08-15,2015,20,Adelaide,1569.353,Past Round
6140.0,2015-08-22,2015,21,Adelaide,1592.223,Past Round
6150.0,2015-08-30,2015,22,Adelaide,1599.914,Past Round
6156.0,2015-09-05,2015,23,Adelaide,1639.313,Past Round
6165.0,2015-09-12,2015,24,Adelaide,1609.629,Past Round
6167.0,2015-09-18,2015,25,Adelaide,1642.349,Past Round
6175.0,2016-03-26,2016,1,Adelaide,1626.765,Past Round
6182.0,2016-04-02,2016,2,Adelaide,1603.558,Past Round
6192.0,2016-04-09,2016,3,Adelaide,1635.806,Past Round
6204.0,2016-04-16,2016,4,Adelaide,1676.486,Past Round
6208.0,2016-04-22,2016,5,Adelaide,1710.892,Past Round
6219.0,2016-04-30,2016,6,Adelaide,1695.443,Past Round
6231.0,2016-05-07,2016,7,Adelaide,1715.952,Past Round
6235.0,2016-05-13,2016,8,Adelaide,1676.081,Past Round
6246.0,2016-05-21,2016,9,Adelaide,1641.675,Past Round
6258.0,2016-05-28,2016,10,Adelaide,1655.235,Past Round
6270.0,2016-06-05,2016,11,Adelaide,1676.756,Past Round
6275.0,2016-06-11,2016,12,Adelaide,1686.336,Past Round
6286.0,2016-06-23,2016,14,Adelaide,1728.298,Past Round
6297.0,2016-07-03,2016,15,Adelaide,1757.847,Past Round
6304.0,2016-07-10,2016,16,Adelaide,1769.451,Past Round
6312.0,2016-07-16,2016,17,Adelaide,1781.257,Past Round
6321.0,2016-07-23,2016,18,Adelaide,1792.051,Past Round
6333.0,2016-07-31,2016,19,Adelaide,1756.903,Past Round
6339.0,2016-08-06,2016,20,Adelaide,1759.871,Past Round
6351.0,2016-08-14,2016,21,Adelaide,1763.109,Past Round
6357.0,2016-08-20,2016,22,Adelaide,1775.792,Past Round
6368.0,2016-08-26,2016,23,Adelaide,1796.099,Past Round
9301.0,2016-09-10,2016,24,Adelaide,1757.173,Past Round
9303.0,2016-09-17,2016,25,Adelaide,1774.646,Past Round
9314.0,2017-03-26,2017,1,Adelaide,1746.649,Past Round
9318.0,2017-04-01,2017,2,Adelaide,1769.654,Past Round
9329.0,2017-04-08,2017,3,Adelaide,1807.299,Past Round
9339.0,2017-04-15,2017,4,Adelaide,1829.899,Past Round
9345.0,2017-04-22,2017,5,Adelaide,1833.609,Past Round
9360.0,2017-04-30,2017,6,Adelaide,1840.49,Past Round
9362.0,2017-05-06,2017,7,Adelaide,1854.792,Past Round
9375.0,2017-05-13,2017,8,Adelaide,1801.901,Past Round
9382.0,2017-05-20,2017,9,Adelaide,1742.263,Past Round
9392.0,2017-05-27,2017,10,Adelaide,1747.862,Past Round
9397.0,2017-06-02,2017,11,Adelaide,1762.704,Past Round
9403.0,2017-06-09,2017,12,Adelaide,1732.548,Past Round
9415.0,2017-06-22,2017,14,Adelaide,1748.739,Past Round
9426.0,2017-07-01,2017,15,Adelaide,1698.209,Past Round
9433.0,2017-07-07,2017,16,Adelaide,1712.444,Past Round
9447.0,2017-07-15,2017,17,Adelaide,1736.259,Past Round
9451.0,2017-07-21,2017,18,Adelaide,1761.76,Past Round
9467.0,2017-07-30,2017,19,Adelaide,1791.376,Past Round
9477.0,2017-08-06,2017,20,Adelaide,1773.431,Past Round
9482.0,2017-08-12,2017,21,Adelaide,1790.162,Past Round
9487.0,2017-08-18,2017,22,Adelaide,1804.734,Past Round
9504.0,2017-08-27,2017,23,Adelaide,1764.458,Past Round
9505.0,2017-09-07,2017,24,Adelaide,1723.373,Past Round
9512.0,2017-09-22,2017,26,Adelaide,1751.303,Past Round
9513.0,2017-09-30,2017,27,Adelaide,1781.459,Past Round
9515.0,2018-03-23,2018,1,Adelaide,1739.497,Past Round
9523.0,2018-03-29,2018,2,Adelaide,1690.316,Past Round
9537.0,2018-04-07,2018,3,Adelaide,1724.655,Past Round
9541.0,2018-04-13,2018,4,Adelaide,1747.12,Past Round
9550.0,2018-04-20,2018,5,Adelaide,1691.732,Past Round
9564.0,2018-04-28,2018,6,Adelaide,1738.417,Past Round
9573.0,2018-05-05,2018,7,Adelaide,1744.219,Past Round
9581.0,2018-05-12,2018,8,Adelaide,1748.064,Past Round
9586.0,2018-05-18,2018,9,Adelaide,1708.328,Past Round
9601.0,2018-05-27,2018,10,Adelaide,1724.722,Past Round
9611.0,2018-06-03,2018,11,Adelaide,1685.391,Past Round
9617.0,2018-06-10,2018,12,Adelaide,1637.964,Past Round
9623.0,2018-06-16,2018,13,Adelaide,1589.863,Past Round
9634.0,2018-06-30,2018,15,Adelaide,1560.449,Past Round
9641.0,2018-07-06,2018,16,Adelaide,1600.522,Past Round
9649.0,2018-07-12,2018,17,Adelaide,1585.545,Past Round
9662.0,2018-07-21,2018,18,Adelaide,1621.031,Past Round
9672.0,2018-07-28,2018,19,Adelaide,1634.456,Past Round
9679.0,2018-08-04,2018,20,Adelaide,1588.986,Past Round
9690.0,2018-08-11,2018,21,Adelaide,1620.491,Past Round
9702.0,2018-08-19,2018,22,Adelaide,1597.418,Past Round
9703.0,2018-08-25,2018,23,Adelaide,1617.657,Past Round
9724.0,2019-03-23,2019,1,Adelaide,1626.022,Past Round
9731.0,2019-03-29,2019,2,Adelaide,1588.782,Past Round
9739.0,2019-04-04,2019,3,Adelaide,1630.744,Past Round
9753.0,2019-04-13,2019,4,Adelaide,1595.73,Past Round
9764.0,2019-04-21,2019,5,Adelaide,1552.081,Past Round
9770.0,2019-04-27,2019,6,Adelaide,1561.121,Past Round
9783.0,2019-05-05,2019,7,Adelaide,1589.253,Past Round
9789.0,2019-05-11,2019,8,Adelaide,1606.996,Past Round
9795.0,2019-05-18,2019,9,Adelaide,1641.74,Past Round
9805.0,2019-05-25,2019,10,Adelaide,1593.841,Past Round
9816.0,2019-06-01,2019,11,Adelaide,1565.371,Past Round
9823.0,2019-06-08,2019,12,Adelaide,1601.599,Past Round
9826.0,2019-06-13,2019,13,Adelaide,1638.097,Past Round
9839.0,2019-06-28,2019,15,Adelaide,1672.368,Past Round
9850.0,2019-07-06,2019,16,Adelaide,1651.184,Past Round
9860.0,2019-07-13,2019,17,Adelaide,1602.813,Past Round
9865.0,2019-07-19,2019,18,Adelaide,1611.313,Past Round
9876.0,2019-07-27,2019,19,Adelaide,1573.129,Past Round
9888.0,2019-08-03,2019,20,Adelaide,1519.833,Past Round
9900.0,2019-08-11,2019,21,Adelaide,1537.981,Past Round
9904.0,2019-08-17,2019,22,Adelaide,1523.341,Past Round
9916.0,2019-08-25,2019,23,Adelaide,1493.455,Past Round
9931.0,2020-03-21,2020,1,Adelaide,1468.696,Past Round
10130.0,2020-06-13,2020,2,Adelaide,1428.623,Past Round
10141.0,2020-06-21,2020,3,Adelaide,1405.685,Past Round
10150.0,2020-06-28,2020,4,Adelaide,1353.94,Past Round
10188.0,2020-07-05,2020,5,Adelaide,1338.423,Past Round
10212.0,2020-07-11,2020,6,Adelaide,1293.29,Past Round
10226.0,2020-07-20,2020,7,Adelaide,1281.281,Past Round
10232.0,2020-07-26,2020,8,Adelaide,1248.156,Past Round
10240.0,2020-08-01,2020,9,Adelaide,1229.266,Past Round
10248.0,2020-08-05,2020,10,Adelaide,1210.714,Past Round
10258.0,2020-08-11,2020,11,Adelaide,1179.141,Past Round
10265.0,2020-08-16,2020,12,Adelaide,1167.2,Past Round
10274.0,2020-08-23,2020,13,Adelaide,1156.473,Past Round
10286.0,2020-09-01,2020,15,Adelaide,1146.556,Past Round
10297.0,2020-09-08,2020,16,Adelaide,1200.864,Past Round
10305.0,2020-09-13,2020,17,Adelaide,1255.644,Past Round
10312.0,2020-09-19,2020,18,Adelaide,1301.587,Past Round
10330.0,2021-03-20,2021,1,Adelaide,1292.952,Past Round
10338.0,2021-03-27,2021,2,Adelaide,1347.732,Past Round
10347.0,2021-04-02,2021,3,Adelaide,1322.433,Past Round
10360.0,2021-04-11,2021,4,Adelaide,1340.648,Past Round
10369.0,2021-04-18,2021,5,Adelaide,1368.713,Past Round
10378.0,2021-04-25,2021,6,Adelaide,1331.271,Past Round
10388.0,2021-05-01,2021,7,Adelaide,1301.789,Past Round
10397.0,2021-05-08,2021,8,Adelaide,1273.994,Past Round
10407.0,2021-05-16,2021,9,Adelaide,1267.045,Past Round
10415.0,2021-05-22,2021,10,Adelaide,1258.342,Past Round
10419.0,2021-05-30,2021,11,Adelaide,1312.583,Past Round
10429.0,2021-06-05,2021,12,Adelaide,1304.96,Past Round
10434.0,2021-06-12,2021,13,Adelaide,1269.744,Past Round
10445.0,2021-06-27,2021,15,Adelaide,1319.6,Past Round
10460.0,2021-07-03,2021,16,Adelaide,1289.849,Past Round
10464.0,2021-07-09,2021,17,Adelaide,1279.729,Past Round
10478.0,2021-07-18,2021,18,Adelaide,1259.422,Past Round
10496.0,2021-07-24,2021,19,Adelaide,1237.361,Past Round
10532.0,2021-07-31,2021,20,Adelaide,1267.855,Past Round
10505.0,2021-08-07,2021,21,Adelaide,1261.041,Past Round
10512.0,2021-08-15,2021,22,Adelaide,1250.179,Past Round
10524.0,2021-08-22,2021,23,Adelaide,1241.814,Past Round
10551.0,2022-03-20,2022,1,Adelaide,1268.327,Past Round
10555.0,2022-03-26,2022,2,Adelaide,1239.385,Past Round
10564.0,2022-04-01,2022,3,Adelaide,1219.888,Past Round
10577.0,2022-04-10,2022,4,Adelaide,1275.545,Past Round
10584.0,2022-04-16,2022,5,Adelaide,1256.183,Past Round
10590.0,2022-04-23,2022,6,Adelaide,1302.126,Past Round
10600.0,2022-04-30,2022,7,Adelaide,1358.188,Past Round
10615.0,2022-05-08,2022,8,Adelaide,1325.738,Past Round
10621.0,2022-05-14,2022,9,Adelaide,1304.082,Past Round
10632.0,2022-05-21,2022,10,Adelaide,1291.601,Past Round
10636.0,2022-05-28,2022,11,Adelaide,1271.632,Past Round
10646.0,2022-06-04,2022,12,Adelaide,1263.064,Past Round
10655.0,2022-06-19,2022,14,Adelaide,1290.589,Past Round
10665.0,2022-06-26,2022,15,Adelaide,1267.854,Past Round
10677.0,2022-07-02,2022,16,Adelaide,1295.312,Past Round
10683.0,2022-07-10,2022,17,Adelaide,1284.315,Past Round
10694.0,2022-07-16,2022,18,Adelaide,1256.115,Past Round
10702.0,2022-07-23,2022,19,Adelaide,1237.495,Past Round
10713.0,2022-07-30,2022,20,Adelaide,1228.927,Past Round
10723.0,2022-08-07,2022,21,Adelaide,1275.814,Past Round
10731.0,2022-08-13,2022,22,Adelaide,1306.712,Past Round
10741.0,2022-08-20,2022,23,Adelaide,1322.026,Past Round
10757.0,2023-03-19,2023,1,Adelaide,1306.779,Past Round
10763.0,2023-03-25,2023,2,Adelaide,1280.468,Past Round
10774.0,2023-04-01,2023,3,Adelaide,1260.364,Past Round
10780.0,2023-04-08,2023,4,Adelaide,1316.426,Past Round
10787.0,2023-04-13,2023,5,Adelaide,1360.21,Past Round
10800.0,2023-04-23,2023,6,Adelaide,1399.879,Past Round
10813.0,2023-04-30,2023,7,Adelaide,1430.507,Past Round
10816.0,2023-05-06,2023,8,Adelaide,1412.562,Past Round
10830.0,2023-05-14,2023,9,Adelaide,1404.062,Past Round
10834.0,2023-05-20,2023,10,Adelaide,1444.068,Past Round
10849.0,2023-05-28,2023,11,Adelaide,1428.484,Past Round
10854.0,2023-06-03,2023,12,Adelaide,1478.812,Past Round
10860.0,2023-06-10,2023,13,Adelaide,1447.846,Past Round
10875.0,2023-06-25,2023,15,Adelaide,1456.077,Past Round
10883.0,2023-07-01,2023,16,Adelaide,1445.08,Past Round
10887.0,2023-07-09,2023,17,Adelaide,1453.041,Past Round
10902.0,2023-07-15,2023,18,Adelaide,1424.774,Past Round
10908.0,2023-07-23,2023,19,Adelaide,1388.276,Past Round
10920.0,2023-07-29,2023,20,Adelaide,1375.998,Past Round
10929.0,2023-08-05,2023,21,Adelaide,1427.068,Past Round
10932.0,2023-08-12,2023,22,Adelaide,1459.45,Past Round
10947.0,2023-08-19,2023,23,Adelaide,1445.35,Past Round
10957.0,2023-08-26,2023,24,Adelaide,1421.468,Past Round
10976.0,2024-03-16,2024,1,Adelaide,1437.592,Past Round
10981.0,2024-03-22,2024,2,Adelaide,1406.019,Past Round
10990.0,2024-03-29,2024,3,Adelaide,1379.641,Past Round
10996.0,2024-04-04,2024,4,Adelaide,1360.886,Past Round
11008.0,2024-04-13,2024,5,Adelaide,1344.223,Past Round
11014.0,2024-04-19,2024,6,Adelaide,1403.321,Past Round
11025.0,2024-04-27,2024,7,Adelaide,1368.307,Past Round
11030.0,2024-05-02,2024,8,Adelaide,1381.665,Past Round
11047.0,2024-05-12,2024,9,Adelaide,1428.889,Past Round
11050.0,2024-05-18,2024,10,Adelaide,1439.211,Past Round
11065.0,2024-05-26,2024,11,Adelaide,1429.159,Past Round
11068.0,2024-06-01,2024,12,Adelaide,1442.314,Past Round
11073.0,2024-06-06,2024,13,Adelaide,1408.38,Past Round
11084.0,2024-06-15,2024,14,Adelaide,1359.941,Past Round
11100.0,2024-06-29,2024,16,Adelaide,1347.663,Past Round
11102.0,2024-07-07,2024,17,Adelaide,1392.796,Past Round
11118.0,2024-07-13,2024,18,Adelaide,1381.395,Past Round
11122.0,2024-07-19,2024,19,Adelaide,1412.698,Past Round
11136.0,2024-07-28,2024,20,Adelaide,1458.573,Past Round
11140.0,2024-08-03,2024,21,Adelaide,1424.909,Past Round
11154.0,2024-08-11,2024,22,Adelaide,1407.436,Past Round
11163.0,2024-08-17,2024,23,Adelaide,1452.906,Past Round
11171.0,2024-08-24,2024,24,Adelaide,1438.334,Past Round
11197.0,2025-03-16,2025,1,Adelaide,1424.234,Past Round
11202.0,2025-03-22,2025,2,Adelaide,1459.72,Past Round
11213.0,2025-03-30,2025,3,Adelaide,1494.194,Past Round
11217.0,2025-04-05,2025,4,Adelaide,1501.48,Past Round
11223.0,2025-04-10,2025,5,Adelaide,1469.705,Past Round
11236.0,2025-04-19,2025,6,Adelaide,1441.235,Past Round
11243.0,2025-04-25,2025,7,Adelaide,1487.65,Past Round
11253.0,2025-05-03,2025,8,Adelaide,1459.248,Past Round
11264.0,2025-05-10,2025,9,Adelaide,1489.337,Past Round
11270.0,2025-05-17,2025,10,Adelaide,1536.966,Past Round
11283.0,2025-05-25,2025,11,Adelaide,1522.259,Past Round
11290.0,2025-05-31,2025,12,Adelaide,1529.005,Past Round
11294.0,2025-06-06,2025,13,Adelaide,1570.09,Past Round
11302.0,2025-06-13,2025,14,Adelaide,1616.37,Past Round
11316.0,2025-06-29,2025,16,Adelaide,1589.924,Past Round
11329.0,2025-07-06,2025,17,Adelaide,1600.853,Past Round
11332.0,2025-07-12,2025,18,Adelaide,1616.977,Past Round
11347.0,2025-07-20,2025,19,Adelaide,1658.804,Past Round
11356.0,2025-07-26,2025,20,Adelaide,1684.305,Past Round
11365.0,2025-08-01,2025,21,Adelaide,1704.072,Past Round
11375.0,2025-08-10,2025,22,Adelaide,1732.744,Past Round
11383.0,2025-08-16,2025,23,Adelaide,1736.589,Past Round
11386.0,2025-08-23,2025,24,Adelaide,1763.305,Past Round
11396.0,2025-09-04,2025,25,Adelaide,1769.579,Past Round
11400.0,2025-09-12,2025,26,Adelaide,1725.795,Past Round
11415.0,2026-03-14,2026,1,Adelaide,1687.746,Past Round
11420.0,2026-03-20,2026,2,Adelaide,1728.629,Past Round
11426.0,2026-03-26,2026,3,Adelaide,1689.905,Past Round
11435.0,2026-04-03,2026,4,Adelaide,1666.765,Past Round
11441.0,2026-04-09,2026,5,Adelaide,1628.446,Past Round
11455.0,2026-04-18,2026,6,Adelaide,1641.129,Past Round
11466.0,2026-04-26,2026,7,Adelaide,1658.4,Past Round
11470.0,2026-05-01,2026,8,Adelaide,1637.621,Past Round
11485.0,2026-05-10,2026,9,Adelaide,1653.273,Past Round
11489.0,2026-05-16,2026,10,Adelaide,1660.627,Past Round
11495.0,2026-05-21,2026,11,Adelaide,1667.508,Past Round
11511.0,2026-06-04,2026,13,Adelaide,1643.963,Past Round
11519.0,2026-06-11,2026,14,Adelaide,1681.945,Past Round
11528.0,2026-06-20,2026,15,Adelaide,1722.558,Past Round
11538.0,2026-06-27,2026,16,Adelaide,1737.94,Past Round
11548.0,2026-07-03,2026,17,Adelaide,1684.172,Past Round
11556.0,2026-07-11,2026,18,Adelaide,1689.974,Past Round
11564.0,2026-07-17,2026,19,Adelaide,1706.435,Past Round
11574.0,2026-07-23,2026,20,Adelaide,1748.87,Next Round
11589.0,2026-08-02,2026,21,Adelaide,1748.87,Future Round
11594.0,2026-08-08,2026,22,Adelaide,1748.87,Future Round
11603.0,2026-08-10,2026,23,Adelaide,1748.87,Future Round
11610.0,2026-08-17,2026,24,Adelaide,1748.87,Future Round
5346.0,2012-03-31,2012,1,Brisbane,1500.0,Past Round
5352.0,2012-04-05,2012,2,Brisbane,1538.792,Past Round
5364.0,2012-04-14,2012,3,Brisbane,1500.0,Past Round
5374.0,2012-04-21,2012,4,Brisbane,1471.395,Past Round
5383.0,2012-04-28,2012,5,Brisbane,1495.817,Past Round
5389.0,2012-05-05,2012,6,Brisbane,1457.43,Past Round
5401.0,2012-05-12,2012,7,Brisbane,1437.258,Past Round
5412.0,2012-05-20,2012,8,Brisbane,1407.439,Past Round
5421.0,2012-05-27,2012,9,Brisbane,1433.143,Past Round
5430.0,2012-06-03,2012,10,Brisbane,1403.594,Past Round
5443.0,2012-06-17,2012,12,Brisbane,1449.537,Past Round
5446.0,2012-06-23,2012,13,Brisbane,1429.433,Past Round
5458.0,2012-07-01,2012,14,Brisbane,1470.721,Past Round
5463.0,2012-07-07,2012,15,Brisbane,1491.23,Past Round
5473.0,2012-07-14,2012,16,Brisbane,1472.205,Past Round
5481.0,2012-07-21,2012,17,Brisbane,1435.033,Past Round
5495.0,2012-07-29,2012,18,Brisbane,1460.534,Past Round
5500.0,2012-08-04,2012,19,Brisbane,1440.43,Past Round
5509.0,2012-08-11,2012,20,Brisbane,1399.952,Past Round
5518.0,2012-08-18,2012,21,Brisbane,1377.149,Past Round
5525.0,2012-08-25,2012,22,Brisbane,1427.207,Past Round
5535.0,2012-09-02,2012,23,Brisbane,1456.351,Past Round
5553.0,2013-03-30,2013,1,Brisbane,1473.217,Past Round
5562.0,2013-04-06,2013,2,Brisbane,1429.298,Past Round
5572.0,2013-04-13,2013,3,Brisbane,1402.582,Past Round
5585.0,2013-04-21,2013,4,Brisbane,1433.278,Past Round
5593.0,2013-04-28,2013,5,Brisbane,1411.015,Past Round
5601.0,2013-05-05,2013,6,Brisbane,1427.678,Past Round
5606.0,2013-05-11,2013,7,Brisbane,1417.356,Past Round
5614.0,2013-05-18,2013,8,Brisbane,1385.985,Past Round
5626.0,2013-05-25,2013,9,Brisbane,1436.718,Past Round
5631.0,2013-05-31,2013,10,Brisbane,1401.57,Past Round
5648.0,2013-06-15,2013,12,Brisbane,1379.577,Past Round
5657.0,2013-06-23,2013,13,Brisbane,1369.457,Past Round
5664.0,2013-06-30,2013,14,Brisbane,1423.968,Past Round
5670.0,2013-07-06,2013,15,Brisbane,1417.424,Past Round
5680.0,2013-07-13,2013,16,Brisbane,1438.135,Past Round
5689.0,2013-07-20,2013,17,Brisbane,1472.204,Past Round
5700.0,2013-07-28,2013,18,Brisbane,1489.677,Past Round
5707.0,2013-08-03,2013,19,Brisbane,1457.767,Past Round
5713.0,2013-08-10,2013,20,Brisbane,1475.173,Past Round
5726.0,2013-08-17,2013,21,Brisbane,1457.16,Past Round
5738.0,2013-08-25,2013,22,Brisbane,1464.244,Past Round
5740.0,2013-08-31,2013,23,Brisbane,1485.495,Past Round
5763.0,2014-03-22,2014,1,Brisbane,1473.891,Past Round
5772.0,2014-03-30,2014,2,Brisbane,1468.022,Past Round
5778.0,2014-04-05,2014,3,Brisbane,1449.132,Past Round
5786.0,2014-04-12,2014,4,Brisbane,1410.34,Past Round
5793.0,2014-04-17,2014,5,Brisbane,1389.224,Past Round
5803.0,2014-04-25,2014,6,Brisbane,1358.258,Past Round
5815.0,2014-05-03,2014,7,Brisbane,1396.442,Past Round
5822.0,2014-05-10,2014,8,Brisbane,1373.977,Past Round
5829.0,2014-05-17,2014,9,Brisbane,1344.226,Past Round
5841.0,2014-05-31,2014,11,Brisbane,1329.249,Past Round
5850.0,2014-06-07,2014,12,Brisbane,1368.783,Past Round
5860.0,2014-06-14,2014,13,Brisbane,1400.963,Past Round
5869.0,2014-06-21,2014,14,Brisbane,1341.393,Past Round
5879.0,2014-06-28,2014,15,Brisbane,1333.837,Past Round
5884.0,2014-07-05,2014,16,Brisbane,1379.78,Past Round
5896.0,2014-07-12,2014,17,Brisbane,1353.537,Past Round
5907.0,2014-07-26,2014,18,Brisbane,1318.254,Past Round
5916.0,2014-08-03,2014,19,Brisbane,1354.414,Past Round
5925.0,2014-08-10,2014,20,Brisbane,1376.272,Past Round
5932.0,2014-08-16,2014,21,Brisbane,1346.993,Past Round
5943.0,2014-08-24,2014,22,Brisbane,1396.444,Past Round
5950.0,2014-08-30,2014,23,Brisbane,1381.062,Past Round
5967.0,2015-04-04,2015,1,Brisbane,1373.439,Past Round
5981.0,2015-04-12,2015,2,Brisbane,1341.664,Past Round
5987.0,2015-04-18,2015,3,Brisbane,1328.441,Past Round
5997.0,2015-04-26,2015,4,Brisbane,1306.515,Past Round
6003.0,2015-05-02,2015,5,Brisbane,1278.045,Past Round
6016.0,2015-05-10,2015,6,Brisbane,1242.897,Past Round
6026.0,2015-05-17,2015,7,Brisbane,1287.558,Past Round
6033.0,2015-05-24,2015,8,Brisbane,1339.168,Past Round
6042.0,2015-05-31,2015,9,Brisbane,1322.437,Past Round
6050.0,2015-06-07,2015,10,Brisbane,1272.447,Past Round
6064.0,2015-06-20,2015,12,Brisbane,1246.069,Past Round
6069.0,2015-06-27,2015,13,Brisbane,1224.143,Past Round
6080.0,2015-07-05,2015,14,Brisbane,1202.015,Past Round
6089.0,2015-07-12,2015,15,Brisbane,1198.642,Past Round
6096.0,2015-07-19,2015,16,Brisbane,1192.3,Past Round
6104.0,2015-07-25,2015,17,Brisbane,1158.771,Past Round
6109.0,2015-08-01,2015,18,Brisbane,1147.235,Past Round
