ProviderId,status,CurrentRoundNumber,Round,RoundNumber,HomeTeam,HomeGoals,HomeBehinds,HomeScore,AwayTeam,AwayGoals,AwayBehinds,AwayScore,Venue,Location,State,Season,Date,Opposition,Match_id,RoundStatus
CD_M20140140307,CONCLUDED,27,Round 3,3,GWS,10.0,19.0,79.0,Melbourne,7.0,5.0,47.0,ENGIE Stadium,Sydney,NSW,2014,2014-04-06,Melbourne,5781.0,Past Round
CD_M20140140308,CONCLUDED,27,Round 3,3,North Melbourne,14.0,13.0,97.0,Port Adelaide,13.0,12.0,90.0,Marvel Stadium,Melbourne,VIC,2014,2014-04-06,Port Adelaide,5782.0,Past Round
CD_M20140140309,CONCLUDED,27,Round 3,3,Essendon,21.0,12.0,138.0,Carlton,8.0,9.0,57.0,MCG,Melbourne,VIC,2014,2014-04-06,Carlton,5783.0,Past Round
CD_M20150140301,CONCLUDED,27,Round 3,3,Collingwood,21.0,14.0,140.0,St Kilda,10.0,6.0,66.0,MCG,Melbourne,VIC,2015,2015-04-17,St Kilda,5982.0,Past Round
CD_M20150140302,CONCLUDED,27,Round 3,3,Carlton,11.0,18.0,84.0,Essendon,16.0,9.0,105.0,MCG,Melbourne,VIC,2015,2015-04-18,Essendon,5983.0,Past Round
CD_M20150140303,CONCLUDED,27,Round 3,3,Adelaide,12.0,8.0,80.0,Melbourne,7.0,13.0,55.0,Adelaide Oval,Adelaide,SA,2015,2015-04-18,Melbourne,5984.0,Past Round
CD_M20150140304,CONCLUDED,27,Round 3,3,Sydney,16.0,15.0,111.0,GWS,12.0,18.0,90.0,SCG,Sydney,NSW,2015,2015-04-18,GWS,5985.0,Past Round
CD_M20150140305,CONCLUDED,27,Round 3,3,North Melbourne,16.0,9.0,105.0,Port Adelaide,17.0,11.0,113.0,Marvel Stadium,Melbourne,VIC,2015,2015-04-18,Port Adelaide,5986.0,Past Round
CD_M20150140306,CONCLUDED,27,Round 3,3,Brisbane,8.0,10.0,58.0,Richmond,21.0,11.0,137.0,Gabba,Brisbane,QLD,2015,2015-04-18,Richmond,5987.0,Past Round
CD_M20150140307,CONCLUDED,27,Round 3,3,Hawthorn,19.0,13.0,127.0,Western Bulldogs,8.0,9.0,57.0,UTAS Stadium,Launceston,TAS,2015,2015-04-19,Western Bulldogs,5988.0,Past Round
CD_M20150140308,CONCLUDED,27,Round 3,3,Geelong,16.0,9.0,105.0,Gold Coast,13.0,18.0,96.0,GMHBA Stadium,Geelong,VIC,2015,2015-04-19,Gold Coast,5989.0,Past Round
CD_M20150140309,CONCLUDED,27,Round 3,3,West Coast,12.0,9.0,81.0,Fremantle,17.0,9.0,111.0,Domain Stadium,Perth,WA,2015,2015-04-19,Fremantle,5990.0,Past Round
CD_M20160140301,CONCLUDED,27,Round 3,3,Port Adelaide,17.0,10.0,112.0,Essendon,7.0,9.0,51.0,Adelaide Oval,Adelaide,SA,2016,2016-04-08,Essendon,6190.0,Past Round
CD_M20160140302,CONCLUDED,27,Round 3,3,Richmond,13.0,14.0,92.0,Adelaide,19.0,14.0,128.0,Marvel Stadium,Melbourne,VIC,2016,2016-04-09,Adelaide,6192.0,Past Round
CD_M20160140303,CONCLUDED,27,Round 3,3,Sydney,14.0,9.0,93.0,GWS,10.0,8.0,68.0,SCG,Sydney,NSW,2016,2016-04-09,GWS,6193.0,Past Round
CD_M20160140304,CONCLUDED,27,Round 3,3,West Coast,12.0,20.0,92.0,Fremantle,8.0,11.0,59.0,Domain Stadium,Perth,WA,2016,2016-04-09,Fremantle,6195.0,Past Round
CD_M20160140305,CONCLUDED,27,Round 3,3,St Kilda,18.0,11.0,119.0,Collingwood,14.0,6.0,90.0,MCG,Melbourne,VIC,2016,2016-04-09,Collingwood,6191.0,Past Round
CD_M20160140306,CONCLUDED,27,Round 3,3,Gold Coast,13.0,17.0,95.0,Carlton,5.0,11.0,41.0,People First Stadium,Gold Coast,QLD,2016,2016-04-09,Carlton,6194.0,Past Round
CD_M20160140307,CONCLUDED,27,Round 3,3,North Melbourne,21.0,10.0,136.0,Melbourne,20.0,11.0,131.0,Blundstone Arena,Hobart,TAS,2016,2016-04-10,Melbourne,6196.0,Past Round
CD_M20160140308,CONCLUDED,27,Round 3,3,Geelong,18.0,17.0,125.0,Brisbane,7.0,14.0,56.0,GMHBA Stadium,Geelong,VIC,2016,2016-04-10,Brisbane,6198.0,Past Round
CD_M20160140309,CONCLUDED,27,Round 3,3,Western Bulldogs,13.0,12.0,90.0,Hawthorn,14.0,9.0,93.0,Marvel Stadium,Melbourne,VIC,2016,2016-04-10,Hawthorn,6197.0,Past Round
CD_M20170140301,CONCLUDED,27,Round 3,3,Sydney,11.0,13.0,79.0,Collingwood,11.0,14.0,80.0,SCG,Sydney,NSW,2017,2017-04-07,Collingwood,9325.0,Past Round
CD_M20170140302,CONCLUDED,27,Round 3,3,North Melbourne,10.0,7.0,67.0,GWS,15.0,19.0,109.0,Blundstone Arena,Hobart,TAS,2017,2017-04-08,GWS,9326.0,Past Round
CD_M20170140303,CONCLUDED,27,Round 3,3,Richmond,11.0,10.0,76.0,West Coast,8.0,17.0,65.0,MCG,Melbourne,VIC,2017,2017-04-08,West Coast,9327.0,Past Round
CD_M20170140304,CONCLUDED,27,Round 3,3,Geelong,20.0,6.0,126.0,Melbourne,13.0,19.0,97.0,Marvel Stadium,Melbourne,VIC,2017,2017-04-08,Melbourne,9328.0,Past Round
CD_M20170140305,CONCLUDED,27,Round 3,3,Port Adelaide,12.0,11.0,83.0,Adelaide,15.0,10.0,100.0,Adelaide Oval,Adelaide,SA,2017,2017-04-08,Adelaide,9329.0,Past Round
CD_M20170140306,CONCLUDED,27,Round 3,3,Fremantle,13.0,11.0,89.0,Western Bulldogs,10.0,13.0,73.0,Domain Stadium,Perth,WA,2017,2017-04-08,Western Bulldogs,9330.0,Past Round
CD_M20170140307,CONCLUDED,27,Round 3,3,St Kilda,14.0,23.0,107.0,Brisbane,11.0,10.0,76.0,Marvel Stadium,Melbourne,VIC,2017,2017-04-09,Brisbane,9331.0,Past Round
CD_M20170140308,CONCLUDED,27,Round 3,3,Carlton,7.0,15.0,57.0,Essendon,6.0,6.0,42.0,MCG,Melbourne,VIC,2017,2017-04-09,Essendon,9332.0,Past Round
CD_M20170140309,CONCLUDED,27,Round 3,3,Gold Coast,21.0,13.0,139.0,Hawthorn,7.0,11.0,53.0,People First Stadium,Gold Coast,QLD,2017,2017-04-09,Hawthorn,9333.0,Past Round
CD_M20180140301,CONCLUDED,27,Round 3,3,Carlton,11.0,10.0,76.0,Collingwood,16.0,4.0,100.0,MCG,Melbourne,VIC,2018,2018-04-06,Collingwood,9532.0,Past Round
CD_M20180140302,CONCLUDED,27,Round 3,3,Port Adelaide,14.0,13.0,97.0,Brisbane,14.0,8.0,92.0,Adelaide Oval,Adelaide,SA,2018,2018-04-07,Brisbane,9533.0,Past Round
CD_M20180140303,CONCLUDED,27,Round 3,3,Melbourne,18.0,15.0,123.0,North Melbourne,13.0,8.0,86.0,MCG,Melbourne,VIC,2018,2018-04-07,North Melbourne,9534.0,Past Round
CD_M20180140304,CONCLUDED,27,Round 3,3,Gold Coast,10.0,8.0,68.0,Fremantle,13.0,18.0,96.0,Optus Stadium,Perth,WA,2018,2018-04-07,Fremantle,9535.0,Past Round
CD_M20180140305,CONCLUDED,27,Round 3,3,Sydney,16.0,7.0,103.0,GWS,12.0,15.0,87.0,SCG,Sydney,NSW,2018,2018-04-07,GWS,9536.0,Past Round
CD_M20180140306,CONCLUDED,27,Round 3,3,St Kilda,7.0,13.0,55.0,Adelaide,15.0,14.0,104.0,Marvel Stadium,Melbourne,VIC,2018,2018-04-07,Adelaide,9537.0,Past Round
CD_M20180140307,CONCLUDED,27,Round 3,3,Richmond,15.0,12.0,102.0,Hawthorn,13.0,11.0,89.0,MCG,Melbourne,VIC,2018,2018-04-08,Hawthorn,9538.0,Past Round
CD_M20180140308,CONCLUDED,27,Round 3,3,Western Bulldogs,14.0,20.0,104.0,Essendon,12.0,11.0,83.0,Marvel Stadium,Melbourne,VIC,2018,2018-04-08,Essendon,9539.0,Past Round
CD_M20180140309,CONCLUDED,27,Round 3,3,West Coast,14.0,11.0,95.0,Geelong,11.0,14.0,80.0,Optus Stadium,Perth,WA,2018,2018-04-08,Geelong,9540.0,Past Round
CD_M20190140301,CONCLUDED,27,Round 3,3,Adelaide,10.0,15.0,75.0,Geelong,14.0,15.0,99.0,Adelaide Oval,Adelaide,SA,2019,2019-04-04,Geelong,9739.0,Past Round
CD_M20190140302,CONCLUDED,27,Round 3,3,Melbourne,18.0,4.0,112.0,Essendon,20.0,10.0,130.0,MCG,Melbourne,VIC,2019,2019-04-05,Essendon,9740.0,Past Round
CD_M20190140303,CONCLUDED,27,Round 3,3,Carlton,10.0,14.0,74.0,Sydney,14.0,9.0,93.0,Marvel Stadium,Melbourne,VIC,2019,2019-04-06,Sydney,9741.0,Past Round
CD_M20190140304,CONCLUDED,27,Round 3,3,GWS,19.0,11.0,125.0,Richmond,10.0,16.0,76.0,ENGIE Stadium,Sydney,NSW,2019,2019-04-06,Richmond,9742.0,Past Round
CD_M20190140305,CONCLUDED,27,Round 3,3,Brisbane,16.0,11.0,107.0,Port Adelaide,13.0,12.0,90.0,Gabba,Brisbane,QLD,2019,2019-04-06,Port Adelaide,9743.0,Past Round
CD_M20190140306,CONCLUDED,27,Round 3,3,Collingwood,11.0,10.0,76.0,West Coast,15.0,8.0,98.0,MCG,Melbourne,VIC,2019,2019-04-06,West Coast,9744.0,Past Round
CD_M20190140307,CONCLUDED,27,Round 3,3,Western Bulldogs,9.0,14.0,68.0,Gold Coast,10.0,13.0,73.0,Marvel Stadium,Melbourne,VIC,2019,2019-04-07,Gold Coast,9745.0,Past Round
CD_M20190140308,CONCLUDED,27,Round 3,3,Hawthorn,13.0,9.0,87.0,North Melbourne,10.0,11.0,71.0,MCG,Melbourne,VIC,2019,2019-04-07,North Melbourne,9746.0,Past Round
CD_M20190140309,CONCLUDED,27,Round 3,3,Fremantle,11.0,5.0,71.0,St Kilda,9.0,12.0,66.0,Optus Stadium,Perth,WA,2019,2019-04-07,St Kilda,9747.0,Past Round
CD_M20200140301,CONCLUDED,22,Round 3,3,Richmond,5.0,9.0,39.0,Hawthorn,11.0,5.0,71.0,MCG,Melbourne,VIC,2020,2020-06-18,Hawthorn,10135.0,Past Round
CD_M20200140302,CONCLUDED,22,Round 3,3,Western Bulldogs,8.0,9.0,57.0,GWS,4.0,9.0,33.0,Marvel Stadium,Melbourne,VIC,2020,2020-06-19,GWS,10136.0,Past Round
CD_M20200140303,CONCLUDED,22,Round 3,3,North Melbourne,8.0,12.0,60.0,Sydney,10.0,11.0,71.0,Marvel Stadium,Melbourne,VIC,2020,2020-06-20,Sydney,10137.0,Past Round
CD_M20200140304,CONCLUDED,22,Round 3,3,Collingwood,12.0,9.0,81.0,St Kilda,5.0,7.0,37.0,MCG,Melbourne,VIC,2020,2020-06-20,St Kilda,10138.0,Past Round
CD_M20200140305,CONCLUDED,22,Round 3,3,Geelong,11.0,11.0,77.0,Carlton,12.0,7.0,79.0,GMHBA Stadium,Geelong,VIC,2020,2020-06-20,Carlton,10139.0,Past Round
CD_M20200140306,CONCLUDED,22,Round 3,3,Brisbane,10.0,14.0,74.0,West Coast,6.0,8.0,44.0,Gabba,Brisbane,QLD,2020,2020-06-20,West Coast,10140.0,Past Round
CD_M20200140307,CONCLUDED,22,Round 3,3,Gold Coast,12.0,10.0,82.0,Adelaide,4.0,5.0,29.0,People First Stadium,Gold Coast,QLD,2020,2020-06-21,Adelaide,10141.0,Past Round
CD_M20200140309,CONCLUDED,22,Round 3,3,Fremantle,6.0,5.0,41.0,Port Adelaide,10.0,10.0,70.0,People First Stadium,Gold Coast,QLD,2020,2020-06-21,Port Adelaide,10143.0,Past Round
CD_M20210140301,CONCLUDED,27,Round 3,3,Collingwood,11.0,6.0,72.0,Brisbane,11.0,7.0,73.0,Marvel Stadium,Melbourne,VIC,2021,2021-04-01,Brisbane,10525.0,Past Round
CD_M20210140302,CONCLUDED,27,Round 3,3,North Melbourne,5.0,9.0,39.0,Western Bulldogs,25.0,17.0,167.0,Marvel Stadium,Melbourne,VIC,2021,2021-04-02,Western Bulldogs,10346.0,Past Round
CD_M20210140303,CONCLUDED,27,Round 3,3,Adelaide,14.0,11.0,95.0,Gold Coast,12.0,13.0,85.0,Adelaide Oval,Adelaide,SA,2021,2021-04-02,Gold Coast,10347.0,Past Round
CD_M20210140304,CONCLUDED,27,Round 3,3,Richmond,10.0,12.0,72.0,Sydney,17.0,15.0,117.0,MCG,Melbourne,VIC,2021,2021-04-03,Sydney,10348.0,Past Round
CD_M20210140305,CONCLUDED,27,Round 3,3,Essendon,22.0,11.0,143.0,St Kilda,9.0,14.0,68.0,Marvel Stadium,Melbourne,VIC,2021,2021-04-03,St Kilda,10349.0,Past Round
CD_M20210140306,CONCLUDED,27,Round 3,3,West Coast,16.0,12.0,108.0,Port Adelaide,11.0,5.0,71.0,Optus Stadium,Perth,WA,2021,2021-04-03,Port Adelaide,10350.0,Past Round
CD_M20210140307,CONCLUDED,27,Round 3,3,Carlton,16.0,13.0,109.0,Fremantle,9.0,10.0,64.0,Marvel Stadium,Melbourne,VIC,2021,2021-04-04,Fremantle,10351.0,Past Round
CD_M20210140308,CONCLUDED,27,Round 3,3,GWS,11.0,2.0,68.0,Melbourne,15.0,12.0,102.0,Manuka Oval,Canberra,ACT,2021,2021-04-04,Melbourne,10352.0,Past Round
CD_M20210140309,CONCLUDED,27,Round 3,3,Geelong,10.0,9.0,69.0,Hawthorn,9.0,10.0,64.0,MCG,Melbourne,VIC,2021,2021-04-05,Hawthorn,10353.0,Past Round
CD_M20220140301,CONCLUDED,27,Round 3,3,Western Bulldogs,9.0,17.0,71.0,Sydney,9.0,6.0,60.0,Marvel Stadium,Melbourne,VIC,2022,2022-03-31,Sydney,10562.0,Past Round
CD_M20220140302,CONCLUDED,27,Round 3,3,Melbourne,14.0,15.0,99.0,Essendon,10.0,10.0,70.0,MCG,Melbourne,VIC,2022,2022-04-01,Essendon,10563.0,Past Round
CD_M20220140303,CONCLUDED,27,Round 3,3,Adelaide,15.0,6.0,96.0,Port Adelaide,13.0,14.0,92.0,Adelaide Oval,Adelaide,SA,2022,2022-04-01,Port Adelaide,10564.0,Past Round
CD_M20220140304,CONCLUDED,27,Round 3,3,GWS,12.0,11.0,83.0,Gold Coast,8.0,9.0,57.0,ENGIE Stadium,Sydney,NSW,2022,2022-04-02,Gold Coast,10565.0,Past Round
CD_M20220140305,CONCLUDED,27,Round 3,3,Collingwood,13.0,13.0,91.0,Geelong,16.0,8.0,104.0,MCG,Melbourne,VIC,2022,2022-04-02,Geelong,10566.0,Past Round
CD_M20220140306,CONCLUDED,27,Round 3,3,Brisbane,23.0,18.0,156.0,North Melbourne,7.0,6.0,48.0,Gabba,Brisbane,QLD,2022,2022-04-02,North Melbourne,10567.0,Past Round
CD_M20220140307,CONCLUDED,27,Round 3,3,Carlton,11.0,8.0,74.0,Hawthorn,11.0,7.0,73.0,MCG,Melbourne,VIC,2022,2022-04-03,Hawthorn,10568.0,Past Round
CD_M20220140308,CONCLUDED,27,Round 3,3,St Kilda,18.0,9.0,117.0,Richmond,13.0,6.0,84.0,Marvel Stadium,Melbourne,VIC,2022,2022-04-03,Richmond,10569.0,Past Round
CD_M20220140309,CONCLUDED,27,Round 3,3,West Coast,7.0,5.0,47.0,Fremantle,15.0,12.0,102.0,Optus Stadium,Perth,WA,2022,2022-04-03,Fremantle,10570.0,Past Round
CD_M20230140301,CONCLUDED,28,Round 3,3,Western Bulldogs,10.0,7.0,67.0,Brisbane,7.0,11.0,53.0,Marvel Stadium,Melbourne,VIC,2023,2023-03-30,Brisbane,10769.0,Past Round
CD_M20230140302,CONCLUDED,28,Round 3,3,Collingwood,8.0,15.0,63.0,Richmond,7.0,7.0,49.0,MCG,Melbourne,VIC,2023,2023-03-31,Richmond,10770.0,Past Round
CD_M20230140303,CONCLUDED,28,Round 3,3,Hawthorn,11.0,14.0,80.0,North Melbourne,9.0,7.0,61.0,UTAS Stadium,Launceston,TAS,2023,2023-04-01,North Melbourne,10771.0,Past Round
CD_M20230140304,CONCLUDED,28,Round 3,3,GWS,9.0,10.0,64.0,Carlton,9.0,20.0,74.0,ENGIE Stadium,Sydney,NSW,2023,2023-04-01,Carlton,10772.0,Past Round
CD_M20230140305,CONCLUDED,28,Round 3,3,St Kilda,14.0,8.0,92.0,Essendon,11.0,8.0,74.0,MCG,Melbourne,VIC,2023,2023-04-01,Essendon,10773.0,Past Round
CD_M20230140306,CONCLUDED,28,Round 3,3,Port Adelaide,13.0,8.0,86.0,Adelaide,18.0,9.0,117.0,Adelaide Oval,Adelaide,SA,2023,2023-04-01,Adelaide,10774.0,Past Round
CD_M20230140307,CONCLUDED,28,Round 3,3,Gold Coast,10.0,13.0,73.0,Geelong,7.0,12.0,54.0,People First Stadium,Gold Coast,QLD,2023,2023-04-02,Geelong,10775.0,Past Round
CD_M20230140308,CONCLUDED,28,Round 3,3,Melbourne,21.0,8.0,134.0,Sydney,12.0,12.0,84.0,MCG,Melbourne,VIC,2023,2023-04-02,Sydney,10776.0,Past Round
CD_M20230140309,CONCLUDED,28,Round 3,3,Fremantle,16.0,12.0,108.0,West Coast,9.0,13.0,67.0,Optus Stadium,Perth,WA,2023,2023-04-02,West Coast,10777.0,Past Round
CD_M20240140301,CONCLUDED,28,Round 3,3,Brisbane,10.0,12.0,72.0,Collingwood,14.0,8.0,92.0,Gabba,Brisbane,QLD,2024,2024-03-28,Collingwood,10988.0,Past Round
CD_M20240140302,CONCLUDED,28,Round 3,3,North Melbourne,12.0,9.0,81.0,Carlton,21.0,11.0,137.0,Marvel Stadium,Melbourne,VIC,2024,2024-03-29,Carlton,10989.0,Past Round
CD_M20240140303,CONCLUDED,28,Round 3,3,Fremantle,9.0,15.0,69.0,Adelaide,4.0,10.0,34.0,Optus Stadium,Perth,WA,2024,2024-03-29,Adelaide,10990.0,Past Round
CD_M20240140304,CONCLUDED,28,Round 3,3,Essendon,10.0,11.0,71.0,St Kilda,9.0,13.0,67.0,Marvel Stadium,Melbourne,VIC,2024,2024-03-30,St Kilda,10991.0,Past Round
CD_M20240140305,CONCLUDED,28,Round 3,3,Port Adelaide,13.0,11.0,89.0,Melbourne,15.0,6.0,96.0,Adelaide Oval,Adelaide,SA,2024,2024-03-30,Melbourne,10992.0,Past Round
CD_M20240140306,CONCLUDED,28,Round 3,3,Western Bulldogs,16.0,10.0,106.0,West Coast,3.0,12.0,30.0,Marvel Stadium,Melbourne,VIC,2024,2024-03-31,West Coast,10993.0,Past Round
CD_M20240140307,CONCLUDED,28,Round 3,3,Richmond,11.0,16.0,82.0,Sydney,11.0,11.0,77.0,MCG,Melbourne,VIC,2024,2024-03-31,Sydney,10994.0,Past Round
CD_M20240140308,CONCLUDED,28,Round 3,3,Hawthorn,10.0,10.0,70.0,Geelong,17.0,4.0,106.0,MCG,Melbourne,VIC,2024,2024-04-01,Geelong,10995.0,Past Round
CD_M20250140301,CONCLUDED,28,Round 3,3,Essendon,9.0,18.0,72.0,Port Adelaide,8.0,12.0,60.0,Marvel Stadium,Melbourne,VIC,2025,2025-03-27,Port Adelaide,11208.0,Past Round
CD_M20250140302,CONCLUDED,28,Round 3,3,Carlton,11.0,9.0,75.0,Western Bulldogs,12.0,11.0,83.0,Marvel Stadium,Melbourne,VIC,2025,2025-03-28,Western Bulldogs,11209.0,Past Round
CD_M20250140303,CONCLUDED,28,Round 3,3,Melbourne,8.0,14.0,62.0,Gold Coast,18.0,12.0,120.0,MCG,Melbourne,VIC,2025,2025-03-29,Gold Coast,11210.0,Past Round
CD_M20250140304,CONCLUDED,28,Round 3,3,St Kilda,20.0,15.0,135.0,Richmond,7.0,11.0,53.0,Marvel Stadium,Melbourne,VIC,2025,2025-03-29,Richmond,11211.0,Past Round
CD_M20250140305,CONCLUDED,28,Round 3,3,Hawthorn,10.0,16.0,76.0,GWS,9.0,10.0,64.0,UTAS Stadium,Launceston,TAS,2025,2025-03-29,GWS,11212.0,Past Round
CD_M20250140308,CONCLUDED,28,Round 3,3,Brisbane,10.0,10.0,70.0,Geelong,9.0,7.0,61.0,Gabba,Brisbane,QLD,2025,2025-03-29,Geelong,11394.0,Past Round
CD_M20250140306,CONCLUDED,28,Round 3,3,Adelaide,17.0,12.0,114.0,North Melbourne,12.0,6.0,78.0,Adelaide Oval,Adelaide,SA,2025,2025-03-30,North Melbourne,11213.0,Past Round
CD_M20250140307,CONCLUDED,28,Round 3,3,West Coast,10.0,8.0,68.0,Fremantle,15.0,16.0,106.0,Optus Stadium,Perth,WA,2025,2025-03-30,Fremantle,11214.0,Past Round
CD_M20260140301,CONCLUDED,19,Round 3,3,Geelong,9.0,14.0,68.0,Adelaide,9.0,6.0,60.0,GMHBA Stadium,Geelong,VIC,2026,2026-03-26,Adelaide,11426.0,Past Round
CD_M20260140302,CONCLUDED,19,Round 3,3,Collingwood,13.0,9.0,87.0,GWS,7.0,12.0,54.0,Marvel Stadium,Melbourne,VIC,2026,2026-03-27,GWS,11427.0,Past Round
CD_M20260140303,CONCLUDED,19,Round 3,3,St Kilda,11.0,14.0,80.0,Brisbane,17.0,11.0,113.0,Marvel Stadium,Melbourne,VIC,2026,2026-03-28,Brisbane,11428.0,Past Round
CD_M20260140304,CONCLUDED,19,Round 3,3,Fremantle,13.0,25.0,103.0,Richmond,6.0,7.0,43.0,Optus Stadium,Perth,WA,2026,2026-03-28,Richmond,11429.0,Past Round
CD_M20260140305,CONCLUDED,19,Round 3,3,Essendon,9.0,15.0,69.0,North Melbourne,12.0,9.0,81.0,Marvel Stadium,Melbourne,VIC,2026,2026-03-28,North Melbourne,11430.0,Past Round
CD_M20260140306,CONCLUDED,19,Round 3,3,Port Adelaide,13.0,12.0,90.0,West Coast,13.0,14.0,92.0,Adelaide Oval,Adelaide,SA,2026,2026-03-29,West Coast,11431.0,Past Round
CD_M20260140307,CONCLUDED,19,Round 3,3,Carlton,11.0,11.0,77.0,Melbourne,15.0,10.0,100.0,MCG,Melbourne,VIC,2026,2026-03-29,Melbourne,11432.0,Past Round
CD_M20120140401,CONCLUDED,27,Round 4,4,St Kilda,11.0,13.0,79.0,Fremantle,14.0,8.0,92.0,Marvel Stadium,Melbourne,VIC,2012,2012-04-20,Fremantle,5370.0,Past Round
CD_M20120140402,CONCLUDED,27,Round 4,4,Carlton,11.0,13.0,79.0,Essendon,15.0,19.0,109.0,MCG,Melbourne,VIC,2012,2012-04-21,Essendon,5371.0,Past Round
CD_M20120140403,CONCLUDED,27,Round 4,4,Collingwood,14.0,13.0,97.0,Port Adelaide,10.0,13.0,73.0,Marvel Stadium,Melbourne,VIC,2012,2012-04-21,Port Adelaide,5372.0,Past Round
CD_M20120140404,CONCLUDED,27,Round 4,4,Adelaide,13.0,18.0,96.0,GWS,7.0,8.0,50.0,AAMI Stadium,Adelaide,SA,2012,2012-04-21,GWS,5373.0,Past Round
CD_M20120140405,CONCLUDED,27,Round 4,4,West Coast,5.0,21.0,51.0,Hawthorn,5.0,16.0,46.0,Domain Stadium,Perth,WA,2012,2012-04-21,Hawthorn,5375.0,Past Round
CD_M20120140406,CONCLUDED,27,Round 4,4,Brisbane,17.0,9.0,111.0,Gold Coast,6.0,10.0,46.0,Gabba,Brisbane,QLD,2012,2012-04-21,Gold Coast,5374.0,Past Round
CD_M20120140407,CONCLUDED,27,Round 4,4,Geelong,11.0,9.0,75.0,Richmond,9.0,11.0,65.0,GMHBA Stadium,Geelong,VIC,2012,2012-04-22,Richmond,5376.0,Past Round
CD_M20120140408,CONCLUDED,27,Round 4,4,Sydney,17.0,11.0,113.0,North Melbourne,10.0,17.0,77.0,SCG,Sydney,NSW,2012,2012-04-22,North Melbourne,5377.0,Past Round
CD_M20120140409,CONCLUDED,27,Round 4,4,Melbourne,9.0,13.0,67.0,Western Bulldogs,13.0,10.0,88.0,MCG,Melbourne,VIC,2012,2012-04-22,Western Bulldogs,5378.0,Past Round
CD_M20130140401,CONCLUDED,27,Round 4,4,Sydney,16.0,7.0,103.0,Geelong,19.0,10.0,124.0,SCG,Sydney,NSW,2013,2013-04-19,Geelong,5577.0,Past Round
CD_M20130140402,CONCLUDED,27,Round 4,4,Hawthorn,18.0,10.0,118.0,Fremantle,11.0,10.0,76.0,UTAS Stadium,Launceston,TAS,2013,2013-04-20,Fremantle,5578.0,Past Round
CD_M20130140403,CONCLUDED,27,Round 4,4,Richmond,11.0,13.0,79.0,Collingwood,16.0,17.0,113.0,MCG,Melbourne,VIC,2013,2013-04-20,Collingwood,5579.0,Past Round
CD_M20130140404,CONCLUDED,27,Round 4,4,St Kilda,13.0,13.0,91.0,Essendon,19.0,14.0,128.0,Marvel Stadium,Melbourne,VIC,2013,2013-04-20,Essendon,5580.0,Past Round
CD_M20130140405,CONCLUDED,27,Round 4,4,West Coast,7.0,23.0,65.0,Carlton,12.0,17.0,89.0,Domain Stadium,Perth,WA,2013,2013-04-20,Carlton,5581.0,Past Round
CD_M20130140406,CONCLUDED,27,Round 4,4,Gold Coast,9.0,12.0,66.0,Port Adelaide,16.0,8.0,104.0,People First Stadium,Gold Coast,QLD,2013,2013-04-20,Port Adelaide,5582.0,Past Round
CD_M20130140407,CONCLUDED,27,Round 4,4,Melbourne,22.0,12.0,144.0,GWS,15.0,13.0,103.0,MCG,Melbourne,VIC,2013,2013-04-21,GWS,5583.0,Past Round
CD_M20130140408,CONCLUDED,27,Round 4,4,Adelaide,12.0,8.0,80.0,Western Bulldogs,4.0,4.0,28.0,AAMI Stadium,Adelaide,SA,2013,2013-04-21,Western Bulldogs,5584.0,Past Round
CD_M20130140409,CONCLUDED,27,Round 4,4,North Melbourne,18.0,17.0,125.0,Brisbane,9.0,8.0,62.0,Marvel Stadium,Melbourne,VIC,2013,2013-04-21,Brisbane,5585.0,Past Round
CD_M20140140401,CONCLUDED,27,Round 4,4,Richmond,10.0,12.0,72.0,Collingwood,16.0,14.0,110.0,MCG,Melbourne,VIC,2014,2014-04-11,Collingwood,5784.0,Past Round
CD_M20140140402,CONCLUDED,27,Round 4,4,Carlton,7.0,16.0,58.0,Melbourne,12.0,9.0,81.0,MCG,Melbourne,VIC,2014,2014-04-12,Melbourne,5785.0,Past Round
CD_M20140140403,CONCLUDED,27,Round 4,4,Port Adelaide,24.0,15.0,159.0,Brisbane,7.0,4.0,46.0,Adelaide Oval,Adelaide,SA,2014,2014-04-12,Brisbane,5786.0,Past Round
CD_M20140140404,CONCLUDED,27,Round 4,4,GWS,12.0,11.0,83.0,Western Bulldogs,17.0,8.0,110.0,Manuka Oval,Canberra,ACT,2014,2014-04-12,Western Bulldogs,5787.0,Past Round
CD_M20140140405,CONCLUDED,27,Round 4,4,Geelong,16.0,11.0,107.0,West Coast,4.0,8.0,32.0,GMHBA Stadium,Geelong,VIC,2014,2014-04-12,West Coast,5789.0,Past Round
CD_M20140140406,CONCLUDED,27,Round 4,4,Gold Coast,7.0,7.0,49.0,Hawthorn,23.0,10.0,148.0,People First Stadium,Gold Coast,QLD,2014,2014-04-12,Hawthorn,5788.0,Past Round
CD_M20140140407,CONCLUDED,27,Round 4,4,Sydney,6.0,12.0,48.0,North Melbourne,13.0,13.0,91.0,SCG,Sydney,NSW,2014,2014-04-13,North Melbourne,5790.0,Past Round
CD_M20140140408,CONCLUDED,27,Round 4,4,St Kilda,7.0,8.0,50.0,Adelaide,20.0,16.0,136.0,Marvel Stadium,Melbourne,VIC,2014,2014-04-13,Adelaide,5791.0,Past Round
