ProviderId,status,CurrentRoundNumber,Round,RoundNumber,HomeTeam,HomeGoals,HomeBehinds,HomeScore,AwayTeam,AwayGoals,AwayBehinds,AwayScore,Venue,Location,State,Season,Date,Opposition,Match_id,RoundStatus
CD_M20180141506,CONCLUDED,27,Round 15,15,GWS,13.0,17.0,95.0,Hawthorn,13.0,6.0,84.0,ENGIE Stadium,Sydney,NSW,2018,2018-06-30,Hawthorn,9636.0,Past Round
CD_M20180141507,CONCLUDED,27,Round 15,15,Melbourne,18.0,9.0,117.0,St Kilda,18.0,11.0,119.0,MCG,Melbourne,VIC,2018,2018-07-01,St Kilda,9637.0,Past Round
CD_M20180141508,CONCLUDED,27,Round 15,15,Essendon,19.0,11.0,125.0,North Melbourne,16.0,12.0,108.0,Marvel Stadium,Melbourne,VIC,2018,2018-07-01,North Melbourne,9638.0,Past Round
CD_M20180141509,CONCLUDED,27,Round 15,15,Fremantle,9.0,10.0,64.0,Brisbane,18.0,11.0,119.0,Optus Stadium,Perth,WA,2018,2018-07-01,Brisbane,9639.0,Past Round
CD_M20190141501,CONCLUDED,27,Round 15,15,Essendon,12.0,5.0,77.0,GWS,10.0,11.0,71.0,Marvel Stadium,Melbourne,VIC,2019,2019-06-27,GWS,9838.0,Past Round
CD_M20190141502,CONCLUDED,27,Round 15,15,Geelong,14.0,12.0,96.0,Adelaide,10.0,9.0,69.0,GMHBA Stadium,Geelong,VIC,2019,2019-06-28,Adelaide,9839.0,Past Round
CD_M20190141503,CONCLUDED,27,Round 15,15,Hawthorn,9.0,17.0,71.0,West Coast,11.0,11.0,77.0,MCG,Melbourne,VIC,2019,2019-06-29,West Coast,9840.0,Past Round
CD_M20190141504,CONCLUDED,27,Round 15,15,Sydney,14.0,9.0,93.0,Gold Coast,7.0,9.0,51.0,SCG,Sydney,NSW,2019,2019-06-29,Gold Coast,9841.0,Past Round
CD_M20190141505,CONCLUDED,27,Round 15,15,Collingwood,5.0,7.0,37.0,North Melbourne,11.0,15.0,81.0,Marvel Stadium,Melbourne,VIC,2019,2019-06-29,North Melbourne,9842.0,Past Round
CD_M20190141506,CONCLUDED,27,Round 15,15,Port Adelaide,5.0,11.0,41.0,Western Bulldogs,10.0,6.0,66.0,Adelaide Oval,Adelaide,SA,2019,2019-06-29,Western Bulldogs,9843.0,Past Round
CD_M20190141507,CONCLUDED,27,Round 15,15,St Kilda,10.0,10.0,70.0,Richmond,16.0,7.0,103.0,Marvel Stadium,Melbourne,VIC,2019,2019-06-30,Richmond,9844.0,Past Round
CD_M20190141508,CONCLUDED,27,Round 15,15,Brisbane,15.0,17.0,107.0,Melbourne,11.0,8.0,74.0,Gabba,Brisbane,QLD,2019,2019-06-30,Melbourne,9845.0,Past Round
CD_M20190141509,CONCLUDED,27,Round 15,15,Fremantle,11.0,9.0,75.0,Carlton,11.0,13.0,79.0,Optus Stadium,Perth,WA,2019,2019-06-30,Carlton,9846.0,Past Round
CD_M20200141501,CONCLUDED,22,Round 15,15,Hawthorn,7.0,6.0,48.0,Adelaide,12.0,11.0,83.0,Adelaide Oval,Adelaide,SA,2020,2020-09-01,Adelaide,10286.0,Past Round
CD_M20200141502,CONCLUDED,22,Round 15,15,West Coast,9.0,6.0,60.0,Essendon,6.0,9.0,45.0,Gabba,Brisbane,QLD,2020,2020-09-01,Essendon,10287.0,Past Round
CD_M20200141503,CONCLUDED,22,Round 15,15,Richmond,8.0,8.0,56.0,Fremantle,4.0,5.0,29.0,People First Stadium,Gold Coast,QLD,2020,2020-09-02,Fremantle,10288.0,Past Round
CD_M20200141504,CONCLUDED,22,Round 15,15,Sydney,10.0,7.0,67.0,Melbourne,6.0,10.0,46.0,Cazalys Stadium,Cairns,QLD,2020,2020-09-03,Melbourne,10289.0,Past Round
CD_M20200141505,CONCLUDED,22,Round 15,15,GWS,6.0,12.0,48.0,Carlton,5.0,9.0,39.0,People First Stadium,Gold Coast,QLD,2020,2020-09-03,Carlton,10290.0,Past Round
CD_M20200141506,CONCLUDED,22,Round 15,15,Brisbane,6.0,6.0,42.0,Collingwood,5.0,4.0,34.0,Gabba,Brisbane,QLD,2020,2020-09-04,Collingwood,10291.0,Past Round
CD_M20210141501,CONCLUDED,27,Round 15,15,Brisbane,13.0,16.0,94.0,Geelong,7.0,8.0,50.0,Gabba,Brisbane,QLD,2021,2021-06-24,Geelong,10444.0,Past Round
CD_M20210141508,CONCLUDED,27,Round 15,15,Richmond,2.0,10.0,22.0,St Kilda,9.0,8.0,62.0,MCG,Melbourne,VIC,2021,2021-06-25,St Kilda,10450.0,Past Round
CD_M20210141503,CONCLUDED,27,Round 15,15,Collingwood,12.0,7.0,79.0,Fremantle,14.0,7.0,91.0,Marvel Stadium,Melbourne,VIC,2021,2021-06-26,Fremantle,10446.0,Past Round
CD_M20210141504,CONCLUDED,27,Round 15,15,Essendon,8.0,9.0,57.0,Melbourne,9.0,14.0,68.0,MCG,Melbourne,VIC,2021,2021-06-26,Melbourne,10447.0,Past Round
CD_M20210141506,CONCLUDED,27,Round 15,15,North Melbourne,9.0,18.0,72.0,Gold Coast,9.0,9.0,63.0,Blundstone Arena,Hobart,TAS,2021,2021-06-26,Gold Coast,10449.0,Past Round
CD_M20210141507,CONCLUDED,27,Round 15,15,Port Adelaide,12.0,9.0,81.0,Sydney,10.0,11.0,71.0,Adelaide Oval,Adelaide,SA,2021,2021-06-26,Sydney,10451.0,Past Round
CD_M20210141502,CONCLUDED,27,Round 15,15,Carlton,12.0,11.0,83.0,Adelaide,10.0,13.0,73.0,Marvel Stadium,Melbourne,VIC,2021,2021-06-27,Adelaide,10445.0,Past Round
CD_M20210141505,CONCLUDED,27,Round 15,15,GWS,11.0,6.0,72.0,Hawthorn,13.0,12.0,90.0,MCG,Melbourne,VIC,2021,2021-06-27,Hawthorn,10448.0,Past Round
CD_M20210141509,CONCLUDED,27,Round 15,15,West Coast,6.0,7.0,43.0,Western Bulldogs,13.0,20.0,98.0,Optus Stadium,Perth,WA,2021,2021-06-27,Western Bulldogs,10452.0,Past Round
CD_M20220141504,CONCLUDED,27,Round 15,15,Melbourne,16.0,21.0,117.0,Brisbane,7.0,11.0,53.0,MCG,Melbourne,VIC,2022,2022-06-23,Brisbane,10664.0,Past Round
CD_M20220141508,CONCLUDED,27,Round 15,15,West Coast,16.0,11.0,107.0,Essendon,14.0,13.0,97.0,Optus Stadium,Perth,WA,2022,2022-06-24,Essendon,10669.0,Past Round
CD_M20220141509,CONCLUDED,27,Round 15,15,Western Bulldogs,19.0,11.0,125.0,Hawthorn,12.0,11.0,83.0,Marvel Stadium,Melbourne,VIC,2022,2022-06-24,Hawthorn,10667.0,Past Round
CD_M20220141501,CONCLUDED,27,Round 15,15,Carlton,12.0,9.0,81.0,Fremantle,7.0,8.0,50.0,Marvel Stadium,Melbourne,VIC,2022,2022-06-25,Fremantle,10661.0,Past Round
CD_M20220141503,CONCLUDED,27,Round 15,15,Geelong,13.0,11.0,89.0,Richmond,13.0,8.0,86.0,MCG,Melbourne,VIC,2022,2022-06-25,Richmond,10663.0,Past Round
CD_M20220141507,CONCLUDED,27,Round 15,15,Sydney,12.0,11.0,83.0,St Kilda,4.0,8.0,32.0,SCG,Sydney,NSW,2022,2022-06-25,St Kilda,10666.0,Past Round
CD_M20220141502,CONCLUDED,27,Round 15,15,Collingwood,11.0,22.0,88.0,GWS,12.0,5.0,77.0,MCG,Melbourne,VIC,2022,2022-06-26,GWS,10662.0,Past Round
CD_M20220141505,CONCLUDED,27,Round 15,15,North Melbourne,8.0,10.0,58.0,Adelaide,17.0,13.0,115.0,Blundstone Arena,Hobart,TAS,2022,2022-06-26,Adelaide,10665.0,Past Round
CD_M20220141506,CONCLUDED,27,Round 15,15,Port Adelaide,13.0,15.0,93.0,Gold Coast,13.0,13.0,91.0,Adelaide Oval,Adelaide,SA,2022,2022-06-26,Gold Coast,10668.0,Past Round
CD_M20230141501,CONCLUDED,28,Round 15,15,Geelong,11.0,12.0,78.0,Melbourne,8.0,15.0,63.0,GMHBA Stadium,Geelong,VIC,2023,2023-06-22,Melbourne,10871.0,Past Round
CD_M20230141502,CONCLUDED,28,Round 15,15,St Kilda,8.0,8.0,56.0,Brisbane,12.0,12.0,84.0,Marvel Stadium,Melbourne,VIC,2023,2023-06-23,Brisbane,10872.0,Past Round
CD_M20230141503,CONCLUDED,28,Round 15,15,Sydney,31.0,19.0,205.0,West Coast,5.0,4.0,34.0,SCG,Sydney,NSW,2023,2023-06-24,West Coast,10873.0,Past Round
CD_M20230141504,CONCLUDED,28,Round 15,15,Fremantle,14.0,9.0,93.0,Essendon,9.0,7.0,61.0,Optus Stadium,Perth,WA,2023,2023-06-24,Essendon,10874.0,Past Round
CD_M20230141505,CONCLUDED,28,Round 15,15,Collingwood,12.0,10.0,82.0,Adelaide,11.0,14.0,80.0,MCG,Melbourne,VIC,2023,2023-06-25,Adelaide,10875.0,Past Round
CD_M20230141506,CONCLUDED,28,Round 15,15,Gold Coast,14.0,17.0,101.0,Hawthorn,5.0,4.0,34.0,People First Stadium,Gold Coast,QLD,2023,2023-06-25,Hawthorn,10876.0,Past Round
CD_M20240141501,CONCLUDED,28,Round 15,15,Carlton,21.0,12.0,138.0,Geelong,11.0,9.0,75.0,MCG,Melbourne,VIC,2024,2024-06-21,Geelong,11087.0,Past Round
CD_M20240141502,CONCLUDED,28,Round 15,15,Port Adelaide,10.0,13.0,73.0,Brisbane,23.0,14.0,152.0,Adelaide Oval,Adelaide,SA,2024,2024-06-22,Brisbane,11088.0,Past Round
CD_M20240141503,CONCLUDED,28,Round 15,15,GWS,11.0,9.0,75.0,Sydney,15.0,12.0,102.0,ENGIE Stadium,Sydney,NSW,2024,2024-06-22,Sydney,11089.0,Past Round
CD_M20240141504,CONCLUDED,28,Round 15,15,Melbourne,11.0,4.0,70.0,North Melbourne,10.0,7.0,67.0,MCG,Melbourne,VIC,2024,2024-06-22,North Melbourne,11090.0,Past Round
CD_M20240141505,CONCLUDED,28,Round 15,15,Essendon,19.0,8.0,122.0,West Coast,13.0,14.0,92.0,Marvel Stadium,Melbourne,VIC,2024,2024-06-23,West Coast,11091.0,Past Round
CD_M20240141506,CONCLUDED,28,Round 15,15,Fremantle,12.0,13.0,85.0,Gold Coast,10.0,5.0,65.0,Optus Stadium,Perth,WA,2024,2024-06-23,Gold Coast,11092.0,Past Round
CD_M20250141501,CONCLUDED,28,Round 15,15,Fremantle,16.0,8.0,104.0,Essendon,9.0,9.0,63.0,Optus Stadium,Perth,WA,2025,2025-06-19,Essendon,11308.0,Past Round
CD_M20250141502,CONCLUDED,28,Round 15,15,Geelong,6.0,15.0,51.0,Brisbane,14.0,8.0,92.0,GMHBA Stadium,Geelong,VIC,2025,2025-06-20,Brisbane,11309.0,Past Round
CD_M20250141503,CONCLUDED,28,Round 15,15,Carlton,10.0,13.0,73.0,North Melbourne,13.0,6.0,84.0,MCG,Melbourne,VIC,2025,2025-06-21,North Melbourne,11310.0,Past Round
CD_M20250141504,CONCLUDED,28,Round 15,15,Port Adelaide,7.0,10.0,52.0,Sydney,9.0,17.0,71.0,Adelaide Oval,Adelaide,SA,2025,2025-06-21,Sydney,11311.0,Past Round
CD_M20250141505,CONCLUDED,28,Round 15,15,Collingwood,16.0,12.0,108.0,St Kilda,11.0,8.0,74.0,Marvel Stadium,Melbourne,VIC,2025,2025-06-21,St Kilda,11312.0,Past Round
CD_M20250141506,CONCLUDED,28,Round 15,15,GWS,16.0,10.0,106.0,Gold Coast,14.0,15.0,99.0,ENGIE Stadium,Sydney,NSW,2025,2025-06-22,Gold Coast,11313.0,Past Round
CD_M20250141507,CONCLUDED,28,Round 15,15,Western Bulldogs,21.0,9.0,135.0,Richmond,8.0,8.0,56.0,Marvel Stadium,Melbourne,VIC,2025,2025-06-22,Richmond,11314.0,Past Round
CD_M20260141501,CONCLUDED,19,Round 15,15,Fremantle,14.0,15.0,99.0,Geelong,14.0,6.0,90.0,Optus Stadium,Perth,WA,2026,2026-06-18,Geelong,11526.0,Past Round
CD_M20260141502,CONCLUDED,19,Round 15,15,Gold Coast,14.0,13.0,97.0,Hawthorn,17.0,11.0,113.0,People First Stadium,Gold Coast,QLD,2026,2026-06-19,Hawthorn,11527.0,Past Round
CD_M20260141503,CONCLUDED,19,Round 15,15,Adelaide,11.0,13.0,79.0,Melbourne,9.0,8.0,62.0,Adelaide Oval,Adelaide,SA,2026,2026-06-20,Melbourne,11528.0,Past Round
CD_M20260141504,CONCLUDED,19,Round 15,15,GWS,9.0,11.0,65.0,Carlton,12.0,16.0,88.0,ENGIE Stadium,Sydney,NSW,2026,2026-06-20,Carlton,11529.0,Past Round
CD_M20260141505,CONCLUDED,19,Round 15,15,Collingwood,11.0,12.0,78.0,Port Adelaide,6.0,16.0,52.0,MCG,Melbourne,VIC,2026,2026-06-20,Port Adelaide,11530.0,Past Round
CD_M20260141506,CONCLUDED,19,Round 15,15,Richmond,6.0,12.0,48.0,North Melbourne,10.0,13.0,73.0,MCG,Melbourne,VIC,2026,2026-06-21,North Melbourne,11531.0,Past Round
CD_M20260141507,CONCLUDED,19,Round 15,15,St Kilda,8.0,13.0,61.0,Western Bulldogs,12.0,11.0,83.0,Marvel Stadium,Melbourne,VIC,2026,2026-06-21,Western Bulldogs,11532.0,Past Round
CD_M20120141601,CONCLUDED,27,Round 16,16,North Melbourne,24.0,5.0,149.0,Carlton,14.0,12.0,96.0,Marvel Stadium,Melbourne,VIC,2012,2012-07-13,Carlton,5469.0,Past Round
CD_M20120141602,CONCLUDED,27,Round 16,16,Melbourne,12.0,11.0,83.0,Fremantle,18.0,9.0,117.0,Marvel Stadium,Melbourne,VIC,2012,2012-07-14,Fremantle,5470.0,Past Round
CD_M20120141603,CONCLUDED,27,Round 16,16,Port Adelaide,11.0,11.0,77.0,Essendon,19.0,13.0,127.0,AAMI Stadium,Adelaide,SA,2012,2012-07-14,Essendon,5471.0,Past Round
CD_M20120141604,CONCLUDED,27,Round 16,16,Richmond,13.0,10.0,88.0,Gold Coast,13.0,12.0,90.0,Cazalys Stadium,Cairns,QLD,2012,2012-07-14,Gold Coast,5472.0,Past Round
CD_M20120141605,CONCLUDED,27,Round 16,16,Geelong,10.0,19.0,79.0,Collingwood,17.0,8.0,110.0,MCG,Melbourne,VIC,2012,2012-07-14,Collingwood,5474.0,Past Round
CD_M20120141606,CONCLUDED,27,Round 16,16,Brisbane,14.0,8.0,92.0,St Kilda,16.0,9.0,105.0,Gabba,Brisbane,QLD,2012,2012-07-14,St Kilda,5473.0,Past Round
CD_M20120141607,CONCLUDED,27,Round 16,16,GWS,8.0,11.0,59.0,Adelaide,27.0,16.0,178.0,ENGIE Stadium,Sydney,NSW,2012,2012-07-15,Adelaide,5475.0,Past Round
CD_M20120141608,CONCLUDED,27,Round 16,16,Western Bulldogs,6.0,8.0,44.0,Hawthorn,17.0,14.0,116.0,Marvel Stadium,Melbourne,VIC,2012,2012-07-15,Hawthorn,5476.0,Past Round
CD_M20120141609,CONCLUDED,27,Round 16,16,West Coast,10.0,9.0,69.0,Sydney,18.0,13.0,121.0,Domain Stadium,Perth,WA,2012,2012-07-15,Sydney,5477.0,Past Round
CD_M20130141601,CONCLUDED,27,Round 16,16,Collingwood,17.0,9.0,111.0,Adelaide,12.0,12.0,84.0,MCG,Melbourne,VIC,2013,2013-07-12,Adelaide,5676.0,Past Round
CD_M20130141602,CONCLUDED,27,Round 16,16,Port Adelaide,12.0,7.0,79.0,Hawthorn,19.0,10.0,124.0,AAMI Stadium,Adelaide,SA,2013,2013-07-13,Hawthorn,5677.0,Past Round
CD_M20130141603,CONCLUDED,27,Round 16,16,Geelong,13.0,20.0,98.0,Melbourne,4.0,6.0,30.0,GMHBA Stadium,Geelong,VIC,2013,2013-07-13,Melbourne,5678.0,Past Round
CD_M20130141604,CONCLUDED,27,Round 16,16,Richmond,6.0,17.0,53.0,Gold Coast,6.0,8.0,44.0,Cazalys Stadium,Cairns,QLD,2013,2013-07-13,Gold Coast,5679.0,Past Round
CD_M20130141605,CONCLUDED,27,Round 16,16,Carlton,16.0,14.0,110.0,St Kilda,10.0,14.0,74.0,Marvel Stadium,Melbourne,VIC,2013,2013-07-13,St Kilda,5681.0,Past Round
CD_M20130141606,CONCLUDED,27,Round 16,16,Brisbane,18.0,9.0,117.0,North Melbourne,17.0,3.0,105.0,Gabba,Brisbane,QLD,2013,2013-07-13,North Melbourne,5680.0,Past Round
CD_M20130141607,CONCLUDED,27,Round 16,16,Sydney,24.0,27.0,171.0,GWS,5.0,12.0,42.0,SCG,Sydney,NSW,2013,2013-07-14,GWS,5682.0,Past Round
CD_M20130141608,CONCLUDED,27,Round 16,16,Western Bulldogs,14.0,6.0,90.0,Essendon,18.0,13.0,121.0,Marvel Stadium,Melbourne,VIC,2013,2013-07-14,Essendon,5683.0,Past Round
CD_M20130141609,CONCLUDED,27,Round 16,16,West Coast,14.0,9.0,93.0,Fremantle,19.0,7.0,121.0,Domain Stadium,Perth,WA,2013,2013-07-14,Fremantle,5684.0,Past Round
CD_M20140141601,CONCLUDED,27,Round 16,16,North Melbourne,16.0,12.0,108.0,Hawthorn,13.0,10.0,88.0,Marvel Stadium,Melbourne,VIC,2014,2014-07-04,Hawthorn,5883.0,Past Round
CD_M20140141602,CONCLUDED,27,Round 16,16,Richmond,12.0,7.0,79.0,Brisbane,7.0,12.0,54.0,MCG,Melbourne,VIC,2014,2014-07-05,Brisbane,5884.0,Past Round
CD_M20140141603,CONCLUDED,27,Round 16,16,GWS,9.0,18.0,72.0,Adelaide,20.0,20.0,140.0,ENGIE Stadium,Sydney,NSW,2014,2014-07-05,Adelaide,5885.0,Past Round
CD_M20140141604,CONCLUDED,27,Round 16,16,Gold Coast,11.0,14.0,80.0,Collingwood,10.0,15.0,75.0,People First Stadium,Gold Coast,QLD,2014,2014-07-05,Collingwood,5886.0,Past Round
CD_M20140141605,CONCLUDED,27,Round 16,16,Melbourne,4.0,10.0,34.0,Fremantle,15.0,7.0,97.0,TIO Stadium,Darwin,NT,2014,2014-07-05,Fremantle,5887.0,Past Round
CD_M20140141606,CONCLUDED,27,Round 16,16,Port Adelaide,7.0,18.0,60.0,Essendon,8.0,14.0,62.0,Adelaide Oval,Adelaide,SA,2014,2014-07-05,Essendon,5888.0,Past Round
CD_M20140141607,CONCLUDED,27,Round 16,16,Carlton,24.0,7.0,151.0,St Kilda,10.0,6.0,66.0,Marvel Stadium,Melbourne,VIC,2014,2014-07-06,St Kilda,5889.0,Past Round
CD_M20140141608,CONCLUDED,27,Round 16,16,West Coast,7.0,9.0,51.0,Sydney,10.0,19.0,79.0,Domain Stadium,Perth,WA,2014,2014-07-06,Sydney,5890.0,Past Round
CD_M20140141609,CONCLUDED,27,Round 16,16,Geelong,10.0,9.0,69.0,Western Bulldogs,7.0,14.0,56.0,GMHBA Stadium,Geelong,VIC,2014,2014-07-06,Western Bulldogs,5891.0,Past Round
CD_M20150141601,CONCLUDED,27,Round 16,16,North Melbourne,14.0,9.0,93.0,Essendon,9.0,14.0,68.0,Marvel Stadium,Melbourne,VIC,2015,2015-07-17,Essendon,6090.0,Past Round
CD_M20150141602,CONCLUDED,27,Round 16,16,Geelong,10.0,12.0,72.0,Western Bulldogs,9.0,10.0,64.0,GMHBA Stadium,Geelong,VIC,2015,2015-07-18,Western Bulldogs,6091.0,Past Round
CD_M20150141603,CONCLUDED,27,Round 16,16,Gold Coast,12.0,7.0,79.0,GWS,13.0,16.0,94.0,People First Stadium,Gold Coast,QLD,2015,2015-07-18,GWS,6092.0,Past Round
CD_M20150141604,CONCLUDED,27,Round 16,16,Collingwood,7.0,14.0,56.0,West Coast,11.0,21.0,87.0,Marvel Stadium,Melbourne,VIC,2015,2015-07-18,West Coast,6093.0,Past Round
CD_M20150141605,CONCLUDED,27,Round 16,16,Sydney,7.0,15.0,57.0,Hawthorn,23.0,8.0,146.0,ENGIE Stadium,Sydney,NSW,2015,2015-07-18,Hawthorn,6094.0,Past Round
CD_M20150141606,CONCLUDED,27,Round 16,16,Fremantle,13.0,17.0,95.0,Carlton,8.0,5.0,53.0,Domain Stadium,Perth,WA,2015,2015-07-18,Carlton,6095.0,Past Round
CD_M20150141607,CONCLUDED,27,Round 16,16,Melbourne,8.0,12.0,60.0,Brisbane,4.0,12.0,36.0,MCG,Melbourne,VIC,2015,2015-07-19,Brisbane,6096.0,Past Round
CD_M20150141608,CONCLUDED,27,Round 16,16,Port Adelaide,17.0,11.0,113.0,Adelaide,18.0,8.0,116.0,Adelaide Oval,Adelaide,SA,2015,2015-07-19,Adelaide,6097.0,Past Round
CD_M20150141609,CONCLUDED,27,Round 16,16,St Kilda,10.0,13.0,73.0,Richmond,13.0,11.0,89.0,Marvel Stadium,Melbourne,VIC,2015,2015-07-19,Richmond,6098.0,Past Round
CD_M20160141601,CONCLUDED,27,Round 16,16,Port Adelaide,12.0,7.0,79.0,Hawthorn,15.0,11.0,101.0,Adelaide Oval,Adelaide,SA,2016,2016-07-07,Hawthorn,6298.0,Past Round
CD_M20160141602,CONCLUDED,27,Round 16,16,Geelong,9.0,6.0,60.0,Sydney,15.0,8.0,98.0,GMHBA Stadium,Geelong,VIC,2016,2016-07-08,Sydney,6299.0,Past Round
CD_M20160141603,CONCLUDED,27,Round 16,16,GWS,14.0,9.0,93.0,Collingwood,19.0,11.0,125.0,ENGIE Stadium,Sydney,NSW,2016,2016-07-09,Collingwood,6300.0,Past Round
CD_M20160141604,CONCLUDED,27,Round 16,16,Gold Coast,22.0,7.0,139.0,Brisbane,17.0,11.0,113.0,People First Stadium,Gold Coast,QLD,2016,2016-07-09,Brisbane,6301.0,Past Round
CD_M20160141605,CONCLUDED,27,Round 16,16,Melbourne,12.0,15.0,87.0,Fremantle,8.0,7.0,55.0,TIO Stadium,Darwin,NT,2016,2016-07-09,Fremantle,6303.0,Past Round
CD_M20160141606,CONCLUDED,27,Round 16,16,Western Bulldogs,12.0,13.0,85.0,Richmond,11.0,9.0,75.0,Marvel Stadium,Melbourne,VIC,2016,2016-07-09,Richmond,6302.0,Past Round
CD_M20160141607,CONCLUDED,27,Round 16,16,Carlton,7.0,5.0,47.0,Adelaide,16.0,11.0,107.0,MCG,Melbourne,VIC,2016,2016-07-10,Adelaide,6304.0,Past Round
CD_M20160141608,CONCLUDED,27,Round 16,16,Essendon,14.0,14.0,98.0,St Kilda,17.0,7.0,109.0,Marvel Stadium,Melbourne,VIC,2016,2016-07-10,St Kilda,6306.0,Past Round
CD_M20160141609,CONCLUDED,27,Round 16,16,West Coast,16.0,8.0,104.0,North Melbourne,11.0,6.0,72.0,Domain Stadium,Perth,WA,2016,2016-07-10,North Melbourne,6305.0,Past Round
CD_M20170141601,CONCLUDED,27,Round 16,16,Adelaide,16.0,8.0,104.0,Western Bulldogs,5.0,15.0,45.0,Adelaide Oval,Adelaide,SA,2017,2017-07-07,Western Bulldogs,9433.0,Past Round
CD_M20170141602,CONCLUDED,27,Round 16,16,Hawthorn,14.0,13.0,97.0,GWS,15.0,7.0,97.0,UTAS Stadium,Launceston,TAS,2017,2017-07-08,GWS,9434.0,Past Round
CD_M20170141603,CONCLUDED,27,Round 16,16,Collingwood,12.0,8.0,80.0,Essendon,18.0,9.0,117.0,MCG,Melbourne,VIC,2017,2017-07-08,Essendon,9435.0,Past Round
CD_M20170141604,CONCLUDED,27,Round 16,16,Sydney,17.0,16.0,118.0,Gold Coast,7.0,9.0,51.0,SCG,Sydney,NSW,2017,2017-07-08,Gold Coast,9436.0,Past Round
CD_M20170141605,CONCLUDED,27,Round 16,16,Brisbane,11.0,12.0,78.0,Geelong,25.0,13.0,163.0,Gabba,Brisbane,QLD,2017,2017-07-08,Geelong,9437.0,Past Round
CD_M20170141606,CONCLUDED,27,Round 16,16,St Kilda,21.0,12.0,138.0,Richmond,10.0,11.0,71.0,Marvel Stadium,Melbourne,VIC,2017,2017-07-08,Richmond,9438.0,Past Round
CD_M20170141607,CONCLUDED,27,Round 16,16,North Melbourne,12.0,10.0,82.0,Fremantle,13.0,8.0,86.0,Marvel Stadium,Melbourne,VIC,2017,2017-07-09,Fremantle,9439.0,Past Round
CD_M20170141608,CONCLUDED,27,Round 16,16,Carlton,12.0,10.0,82.0,Melbourne,14.0,6.0,90.0,MCG,Melbourne,VIC,2017,2017-07-09,Melbourne,9440.0,Past Round
CD_M20170141609,CONCLUDED,27,Round 16,16,West Coast,13.0,10.0,88.0,Port Adelaide,18.0,12.0,120.0,Domain Stadium,Perth,WA,2017,2017-07-09,Port Adelaide,9441.0,Past Round
CD_M20180141601,CONCLUDED,27,Round 16,16,Sydney,9.0,5.0,59.0,Geelong,8.0,23.0,71.0,SCG,Sydney,NSW,2018,2018-07-05,Geelong,9640.0,Past Round
CD_M20180141602,CONCLUDED,27,Round 16,16,Richmond,15.0,13.0,103.0,Adelaide,8.0,8.0,56.0,MCG,Melbourne,VIC,2018,2018-07-06,Adelaide,9641.0,Past Round
CD_M20180141603,CONCLUDED,27,Round 16,16,Brisbane,18.0,12.0,120.0,Carlton,7.0,13.0,55.0,Gabba,Brisbane,QLD,2018,2018-07-07,Carlton,9642.0,Past Round
CD_M20180141604,CONCLUDED,27,Round 16,16,Port Adelaide,12.0,14.0,86.0,St Kilda,7.0,8.0,50.0,Adelaide Oval,Adelaide,SA,2018,2018-07-07,St Kilda,9643.0,Past Round
CD_M20180141605,CONCLUDED,27,Round 16,16,Western Bulldogs,9.0,5.0,59.0,Hawthorn,19.0,8.0,122.0,Marvel Stadium,Melbourne,VIC,2018,2018-07-07,Hawthorn,9644.0,Past Round
CD_M20180141606,CONCLUDED,27,Round 16,16,Melbourne,13.0,24.0,102.0,Fremantle,7.0,6.0,48.0,TIO Stadium,Darwin,NT,2018,2018-07-07,Fremantle,9645.0,Past Round
CD_M20180141607,CONCLUDED,27,Round 16,16,North Melbourne,14.0,11.0,95.0,Gold Coast,8.0,10.0,58.0,Marvel Stadium,Melbourne,VIC,2018,2018-07-08,Gold Coast,9646.0,Past Round
CD_M20180141608,CONCLUDED,27,Round 16,16,Essendon,9.0,8.0,62.0,Collingwood,12.0,6.0,78.0,MCG,Melbourne,VIC,2018,2018-07-08,Collingwood,9647.0,Past Round
CD_M20180141609,CONCLUDED,27,Round 16,16,West Coast,13.0,8.0,86.0,GWS,10.0,15.0,75.0,Optus Stadium,Perth,WA,2018,2018-07-08,GWS,9648.0,Past Round
CD_M20190141601,CONCLUDED,27,Round 16,16,Hawthorn,9.0,13.0,67.0,Collingwood,9.0,9.0,63.0,MCG,Melbourne,VIC,2019,2019-07-05,Collingwood,9847.0,Past Round
CD_M20190141602,CONCLUDED,27,Round 16,16,Essendon,11.0,10.0,76.0,Sydney,9.0,12.0,66.0,MCG,Melbourne,VIC,2019,2019-07-06,Sydney,9848.0,Past Round
CD_M20190141603,CONCLUDED,27,Round 16,16,Gold Coast,9.0,4.0,58.0,Richmond,23.0,12.0,150.0,People First Stadium,Gold Coast,QLD,2019,2019-07-06,Richmond,9849.0,Past Round
CD_M20190141604,CONCLUDED,27,Round 16,16,Adelaide,5.0,14.0,44.0,Port Adelaide,15.0,11.0,101.0,Adelaide Oval,Adelaide,SA,2019,2019-07-06,Port Adelaide,9850.0,Past Round
CD_M20190141605,CONCLUDED,27,Round 16,16,Western Bulldogs,10.0,11.0,71.0,Geelong,7.0,13.0,55.0,Marvel Stadium,Melbourne,VIC,2019,2019-07-06,Geelong,9851.0,Past Round
CD_M20190141606,CONCLUDED,27,Round 16,16,Fremantle,2.0,19.0,31.0,West Coast,19.0,8.0,122.0,Optus Stadium,Perth,WA,2019,2019-07-06,West Coast,9852.0,Past Round
