Season,RoundNumber,HomeTeam,AwayTeam,CoachesVotes,Player,Team,Player_Cleaned_Name,Date,Match_id
2014,16,Geelong,Western Bulldogs,5.0,Ryan Griffen,Western Bulldogs,R_Griffen,2014-07-06,5891
2014,16,Geelong,Western Bulldogs,4.0,Steve Johnson,Geelong,S_Johnson,2014-07-06,5891
2014,16,Geelong,Western Bulldogs,1.0,Mitch Duncan,Geelong,M_Duncan,2014-07-06,5891
2014,17,Adelaide,Hawthorn,7.0,Rory Sloane,Adelaide,R_Sloane,2014-07-11,5892
2014,17,Adelaide,Hawthorn,6.0,Patrick Dangerfield,Adelaide,P_Dangerfield,2014-07-11,5892
2014,17,Adelaide,Hawthorn,5.0,Sam Mitchell,Hawthorn,S_Mitchell,2014-07-11,5892
2014,17,Adelaide,Hawthorn,4.0,Jack Gunston,Hawthorn,J_Gunston,2014-07-11,5892
2014,17,Adelaide,Hawthorn,4.0,Luke Hodge,Hawthorn,L_Hodge,2014-07-11,5892
2014,17,Adelaide,Hawthorn,3.0,Grant Birchall,Hawthorn,G_Birchall,2014-07-11,5892
2014,17,Adelaide,Hawthorn,1.0,Brad Crouch,Adelaide,B_Crouch,2014-07-11,5892
2014,17,Melbourne,Geelong,10.0,Steven Motlop,Geelong,S_Motlop,2014-07-12,5893
2014,17,Melbourne,Geelong,8.0,Joel Selwood,Geelong,J_Selwood,2014-07-12,5893
2014,17,Melbourne,Geelong,6.0,Steve Johnson,Geelong,S_Johnson,2014-07-12,5893
2014,17,Melbourne,Geelong,2.0,Corey Enright,Geelong,C_Enright,2014-07-12,5893
2014,17,Melbourne,Geelong,2.0,James Kelly,Geelong,J_Kelly,2014-07-12,5893
2014,17,Melbourne,Geelong,1.0,Hamish McIntosh,Geelong,H_Mcintosh,2014-07-12,5893
2014,17,Melbourne,Geelong,1.0,Harry Taylor,Geelong,H_Taylor,2014-07-12,5893
2014,17,North Melbourne,St Kilda,10.0,Todd Goldstein,North Melbourne,T_Goldstein,2014-07-12,5894
2014,17,North Melbourne,St Kilda,8.0,Sam Wright,North Melbourne,S_Wright,2014-07-12,5894
2014,17,North Melbourne,St Kilda,4.0,David Armitage,St Kilda,D_Armitage,2014-07-12,5894
2014,17,North Melbourne,St Kilda,3.0,Andrew Swallow,North Melbourne,A_Swallow,2014-07-12,5894
2014,17,North Melbourne,St Kilda,3.0,Brent Harvey,North Melbourne,B_Harvey,2014-07-12,5894
2014,17,North Melbourne,St Kilda,1.0,Michael Firrito,North Melbourne,M_Firrito,2014-07-12,5894
2014,17,North Melbourne,St Kilda,1.0,Sam Gibson,North Melbourne,S_Gibson,2014-07-12,5894
2014,17,Western Bulldogs,Gold Coast,10.0,Jack Macrae,Western Bulldogs,J_Macrae,2014-07-12,5895
2014,17,Western Bulldogs,Gold Coast,6.0,Tom Liberatore,Western Bulldogs,T_Liberatore,2014-07-12,5895
2014,17,Western Bulldogs,Gold Coast,4.0,Will Minson,Western Bulldogs,W_Minson,2014-07-12,5895
2014,17,Western Bulldogs,Gold Coast,3.0,Luke Dahlhaus,Western Bulldogs,L_Dahlhaus,2014-07-12,5895
2014,17,Western Bulldogs,Gold Coast,3.0,Mitch Wallis,Western Bulldogs,M_Wallis,2014-07-12,5895
2014,17,Western Bulldogs,Gold Coast,2.0,Jaeger O'Meara,Gold Coast,J_O'meara,2014-07-12,5895
2014,17,Western Bulldogs,Gold Coast,1.0,Matthew Boyd,Western Bulldogs,M_Boyd,2014-07-12,5895
2014,17,Western Bulldogs,Gold Coast,1.0,Robert Murphy,Western Bulldogs,R_Murphy,2014-07-12,5895
2014,17,Sydney,Carlton,10.0,Josh Kennedy,Sydney,J_Kennedy,2014-07-12,5897
2014,17,Sydney,Carlton,8.0,Lance Franklin,Sydney,L_Franklin,2014-07-12,5897
2014,17,Sydney,Carlton,5.0,Sam Reid,Sydney,S_Reid,2014-07-12,5897
2014,17,Sydney,Carlton,4.0,Jarrad McVeigh,Sydney,J_Mcveigh,2014-07-12,5897
2014,17,Sydney,Carlton,2.0,Luke Parker,Sydney,L_Parker,2014-07-12,5897
2014,17,Sydney,Carlton,1.0,Marc Murphy,Carlton,M_Murphy,2014-07-12,5897
2014,17,Brisbane,West Coast,9.0,Luke Shuey,West Coast,L_Shuey,2014-07-12,5896
2014,17,Brisbane,West Coast,6.0,Ryan Harwood,Brisbane,R_Harwood,2014-07-12,5896
2014,17,Brisbane,West Coast,5.0,Patrick McGinnity,West Coast,P_Mcginnity,2014-07-12,5896
2014,17,Brisbane,West Coast,4.0,Dayne Zorko,Brisbane,D_Zorko,2014-07-12,5896
2014,17,Brisbane,West Coast,4.0,Stefan Martin,Brisbane,S_Martin,2014-07-12,5896
2014,17,Brisbane,West Coast,1.0,Shannon Hurn,West Coast,S_Hurn,2014-07-12,5896
2014,17,Brisbane,West Coast,1.0,Matt Priddis,West Coast,M_Priddis,2014-07-12,5896
2014,17,Richmond,Port Adelaide,9.0,Travis Boak,Port Adelaide,T_Boak,2014-07-13,5898
2014,17,Richmond,Port Adelaide,6.0,Anthony Miles,Richmond,A_Miles,2014-07-13,5898
2014,17,Richmond,Port Adelaide,5.0,Jack Riewoldt,Richmond,J_Riewoldt,2014-07-13,5898
2014,17,Richmond,Port Adelaide,4.0,Trent Cotchin,Richmond,T_Cotchin,2014-07-13,5898
2014,17,Richmond,Port Adelaide,3.0,Dustin Martin,Richmond,D_Martin,2014-07-13,5898
2014,17,Richmond,Port Adelaide,2.0,Alex Rance,Richmond,A_Rance,2014-07-13,5898
2014,17,Richmond,Port Adelaide,1.0,Robbie Gray,Port Adelaide,R_Gray,2014-07-13,5898
2014,17,Essendon,Collingwood,10.0,Jake Carlisle,Essendon,J_Carlisle,2014-07-13,5899
2014,17,Essendon,Collingwood,5.0,Paul Chapman,Essendon,P_Chapman,2014-07-13,5899
2014,17,Essendon,Collingwood,4.0,Dyson Heppell,Essendon,D_Heppell,2014-07-13,5899
2014,17,Essendon,Collingwood,4.0,Brent Stanton,Essendon,B_Stanton,2014-07-13,5899
2014,17,Essendon,Collingwood,3.0,David Myers,Essendon,D_Myers,2014-07-13,5899
2014,17,Essendon,Collingwood,2.0,Jason Winderlich,Essendon,J_Winderlich,2014-07-13,5899
2014,17,Essendon,Collingwood,1.0,Courtenay Dempsey,Essendon,C_Dempsey,2014-07-13,5899
2014,17,Essendon,Collingwood,1.0,Zach Merrett,Essendon,Z_Merrett,2014-07-13,5899
2014,17,Fremantle,GWS,10.0,Hayden Ballantyne,Fremantle,H_Ballantyne,2014-07-13,5900
2014,17,Fremantle,GWS,8.0,Nathan Fyfe,Fremantle,N_Fyfe,2014-07-13,5900
2014,17,Fremantle,GWS,3.0,Jeremy Cameron,GWS,J_Cameron,2014-07-13,5900
2014,17,Fremantle,GWS,3.0,Matthew Pavlich,Fremantle,M_Pavlich,2014-07-13,5900
2014,17,Fremantle,GWS,2.0,Tendai Mzungu,Fremantle,T_Mzungu,2014-07-13,5900
2014,17,Fremantle,GWS,2.0,Lachie Whitfield,GWS,L_Whitfield,2014-07-13,5900
2014,17,Fremantle,GWS,1.0,Toby Greene,GWS,T_Greene,2014-07-13,5900
2014,17,Fremantle,GWS,1.0,Nick Suban,Fremantle,N_Suban,2014-07-13,5900
2014,18,Carlton,North Melbourne,10.0,Lachie Henderson,Carlton,L_Henderson,2014-07-18,5901
2014,18,Carlton,North Melbourne,7.0,Bryce Gibbs,Carlton,B_Gibbs,2014-07-18,5901
2014,18,Carlton,North Melbourne,7.0,Jarrad Waite,Carlton,J_Waite,2014-07-18,5901
2014,18,Carlton,North Melbourne,2.0,Sam Rowe,Carlton,S_Rowe,2014-07-18,5901
2014,18,Carlton,North Melbourne,2.0,Kade Simpson,Carlton,K_Simpson,2014-07-18,5901
2014,18,Carlton,North Melbourne,1.0,Marc Murphy,Carlton,M_Murphy,2014-07-18,5901
2014,18,Carlton,North Melbourne,1.0,Andrew Swallow,North Melbourne,A_Swallow,2014-07-18,5901
2014,18,St Kilda,Fremantle,10.0,Nick Riewoldt,St Kilda,N_Riewoldt,2014-07-19,5902
2014,18,St Kilda,Fremantle,7.0,Rhys Stanley,St Kilda,R_Stanley,2014-07-19,5902
2014,18,St Kilda,Fremantle,5.0,Luke Dunstan,St Kilda,L_Dunstan,2014-07-19,5902
2014,18,St Kilda,Fremantle,4.0,Shane Savage,St Kilda,S_Savage,2014-07-19,5902
2014,18,St Kilda,Fremantle,3.0,Farren Ray,St Kilda,F_Ray,2014-07-19,5902
2014,18,St Kilda,Fremantle,1.0,David Armitage,St Kilda,D_Armitage,2014-07-19,5902
2014,18,GWS,Geelong,10.0,Joel Selwood,Geelong,J_Selwood,2014-07-19,5903
2014,18,GWS,Geelong,8.0,Steve Johnson,Geelong,S_Johnson,2014-07-19,5903
2014,18,GWS,Geelong,4.0,Harry Taylor,Geelong,H_Taylor,2014-07-19,5903
2014,18,GWS,Geelong,3.0,Callan Ward,GWS,C_Ward,2014-07-19,5903
2014,18,GWS,Geelong,3.0,Adam Treloar,GWS,A_Treloar,2014-07-19,5903
2014,18,GWS,Geelong,1.0,Will Hoskin-Elliott,GWS,W_H-Elliott,2014-07-19,5903
2014,18,GWS,Geelong,1.0,Tom Scully,GWS,T_Scully,2014-07-19,5903
2014,18,Port Adelaide,Melbourne,10.0,Dom Tyson,Melbourne,D_Tyson,2014-07-20,5904
2014,18,Port Adelaide,Melbourne,8.0,Robbie Gray,Port Adelaide,R_Gray,2014-07-20,5904
2014,18,Port Adelaide,Melbourne,6.0,Nathan Jones,Melbourne,N_Jones,2014-07-20,5904
2014,18,Port Adelaide,Melbourne,2.0,James Frawley,Melbourne,J_Frawley,2014-07-20,5904
2014,18,Port Adelaide,Melbourne,2.0,Ollie Wines,Port Adelaide,O_Wines,2014-07-20,5904
2014,18,Port Adelaide,Melbourne,1.0,Neville Jetta,Melbourne,N_Jetta,2014-07-20,5904
2014,18,Port Adelaide,Melbourne,1.0,Justin Westhoff,Port Adelaide,J_Westhoff,2014-07-20,5904
2014,18,Western Bulldogs,Essendon,10.0,Jake Carlisle,Essendon,J_Carlisle,2014-07-20,5905
2014,18,Western Bulldogs,Essendon,8.0,Jake Stringer,Western Bulldogs,J_Stringer,2014-07-20,5905
2014,18,Western Bulldogs,Essendon,4.0,Jack Macrae,Western Bulldogs,J_Macrae,2014-07-20,5905
2014,18,Western Bulldogs,Essendon,3.0,Paddy Ryder,Essendon,P_Ryder,2014-07-20,5905
2014,18,Western Bulldogs,Essendon,2.0,Ryan Griffen,Western Bulldogs,R_Griffen,2014-07-20,5905
2014,18,Western Bulldogs,Essendon,2.0,Dyson Heppell,Essendon,D_Heppell,2014-07-20,5905
2014,18,Western Bulldogs,Essendon,1.0,Michael Hurley,Essendon,M_Hurley,2014-07-20,5905
2014,18,West Coast,Richmond,9.0,Dustin Martin,Richmond,D_Martin,2014-07-25,5906
2014,18,West Coast,Richmond,9.0,Matt Priddis,West Coast,M_Priddis,2014-07-25,5906
2014,18,West Coast,Richmond,3.0,Brandon Ellis,Richmond,B_Ellis,2014-07-25,5906
2014,18,West Coast,Richmond,3.0,Anthony Miles,Richmond,A_Miles,2014-07-25,5906
2014,18,West Coast,Richmond,2.0,Brett Deledio,Richmond,B_Deledio,2014-07-25,5906
2014,18,West Coast,Richmond,2.0,Bachar Houli,Richmond,B_Houli,2014-07-25,5906
2014,18,West Coast,Richmond,2.0,Nathan Foley,Richmond,N_Foley,2014-07-25,5906
2014,18,Brisbane,Gold Coast,9.0,Pearce Hanley,Brisbane,P_Hanley,2014-07-26,5907
2014,18,Brisbane,Gold Coast,8.0,Dayne Zorko,Brisbane,D_Zorko,2014-07-26,5907
2014,18,Brisbane,Gold Coast,7.0,Tom Rockliff,Brisbane,T_Rockliff,2014-07-26,5907
2014,18,Brisbane,Gold Coast,3.0,Stefan Martin,Brisbane,S_Martin,2014-07-26,5907
2014,18,Brisbane,Gold Coast,2.0,Josh Green,Brisbane,J_Green,2014-07-26,5907
2014,18,Brisbane,Gold Coast,1.0,Rohan Bewick,Brisbane,R_Bewick,2014-07-26,5907
2014,18,Hawthorn,Sydney,10.0,Jordan Lewis,Hawthorn,J_Lewis,2014-07-26,5908
2014,18,Hawthorn,Sydney,7.0,Jarryd Roughead,Hawthorn,J_Roughead,2014-07-26,5908
2014,18,Hawthorn,Sydney,4.0,Sam Mitchell,Hawthorn,S_Mitchell,2014-07-26,5908
2014,18,Hawthorn,Sydney,3.0,Ben McGlynn,Sydney,B_Mcglynn,2014-07-26,5908
2014,18,Hawthorn,Sydney,2.0,Luke Hodge,Hawthorn,L_Hodge,2014-07-26,5908
2014,18,Hawthorn,Sydney,2.0,Paul Puopolo,Hawthorn,P_Puopolo,2014-07-26,5908
2014,18,Hawthorn,Sydney,1.0,Dane Rampe,Sydney,D_Rampe,2014-07-26,5908
2014,18,Hawthorn,Sydney,1.0,Isaac Smith,Hawthorn,I_Smith,2014-07-26,5908
2014,18,Collingwood,Adelaide,9.0,Dayne Beams,Collingwood,D_Beams,2014-07-27,5909
2014,18,Collingwood,Adelaide,9.0,Brodie Smith,Adelaide,B_Smith,2014-07-27,5909
2014,18,Collingwood,Adelaide,6.0,Heritier Lumumba,Collingwood,H_Lumumba,2014-07-27,5909
2014,18,Collingwood,Adelaide,2.0,Patrick Dangerfield,Adelaide,P_Dangerfield,2014-07-27,5909
2014,18,Collingwood,Adelaide,2.0,Matthew Jaensch,Adelaide,M_Jaensch,2014-07-27,5909
2014,18,Collingwood,Adelaide,1.0,Steele Sidebottom,Collingwood,S_Sidebottom,2014-07-27,5909
2014,18,Collingwood,Adelaide,1.0,Taylor Walker,Adelaide,T_Walker,2014-07-27,5909
2014,19,Fremantle,Carlton,10.0,Nathan Fyfe,Fremantle,N_Fyfe,2014-07-31,5910
2014,19,Fremantle,Carlton,6.0,Chris Judd,Carlton,C_Judd,2014-07-31,5910
2014,19,Fremantle,Carlton,4.0,Kade Simpson,Carlton,K_Simpson,2014-07-31,5910
2014,19,Fremantle,Carlton,3.0,Marc Murphy,Carlton,M_Murphy,2014-07-31,5910
2014,19,Fremantle,Carlton,3.0,Dale Thomas,Carlton,D_Thomas,2014-07-31,5910
2014,19,Fremantle,Carlton,2.0,Jarrad Waite,Carlton,J_Waite,2014-07-31,5910
2014,19,Fremantle,Carlton,1.0,Michael Barlow,Fremantle,M_Barlow,2014-07-31,5910
2014,19,Fremantle,Carlton,1.0,Aaron Sandilands,Fremantle,A_Sandilands,2014-07-31,5910
2014,19,Sydney,Essendon,10.0,Luke Parker,Sydney,L_Parker,2014-08-01,5911
2014,19,Sydney,Essendon,7.0,Heath Grundy,Sydney,H_Grundy,2014-08-01,5911
2014,19,Sydney,Essendon,6.0,Ben McGlynn,Sydney,B_Mcglynn,2014-08-01,5911
2014,19,Sydney,Essendon,5.0,Michael Hurley,Essendon,M_Hurley,2014-08-01,5911
2014,19,Sydney,Essendon,2.0,Josh Kennedy,Sydney,J_Kennedy,2014-08-01,5911
2014,19,Adelaide,West Coast,10.0,Andrew Gaff,West Coast,A_Gaff,2014-08-02,5912
2014,19,Adelaide,West Coast,7.0,Josh J Kennedy,West Coast,J_J_Kennedy,2014-08-02,5912
2014,19,Adelaide,West Coast,6.0,Matt Priddis,West Coast,M_Priddis,2014-08-02,5912
2014,19,Adelaide,West Coast,3.0,Luke Shuey,West Coast,L_Shuey,2014-08-02,5912
2014,19,Adelaide,West Coast,2.0,Shannon Hurn,West Coast,S_Hurn,2014-08-02,5912
2014,19,Adelaide,West Coast,1.0,Brad Crouch,Adelaide,B_Crouch,2014-08-02,5912
2014,19,Adelaide,West Coast,1.0,Nic Naitanui,West Coast,N_Naitanui,2014-08-02,5912
2014,19,Richmond,GWS,9.0,Brett Deledio,Richmond,B_Deledio,2014-08-02,5913
2014,19,Richmond,GWS,7.0,Alex Rance,Richmond,A_Rance,2014-08-02,5913
2014,19,Richmond,GWS,5.0,Ivan Maric,Richmond,I_Maric,2014-08-02,5913
2014,19,Richmond,GWS,4.0,Brandon Ellis,Richmond,B_Ellis,2014-08-02,5913
2014,19,Richmond,GWS,3.0,Callan Ward,GWS,C_Ward,2014-08-02,5913
2014,19,Richmond,GWS,1.0,Phil Davis,GWS,P_Davis,2014-08-02,5913
2014,19,Richmond,GWS,1.0,Adam Treloar,GWS,A_Treloar,2014-08-02,5913
2014,19,North Melbourne,Geelong,9.0,Allen Christensen,Geelong,A_Christensen,2014-08-02,5915
2014,19,North Melbourne,Geelong,7.0,Joel Selwood,Geelong,J_Selwood,2014-08-02,5915
2014,19,North Melbourne,Geelong,6.0,Mitch Duncan,Geelong,M_Duncan,2014-08-02,5915
2014,19,North Melbourne,Geelong,4.0,Steven Motlop,Geelong,S_Motlop,2014-08-02,5915
2014,19,North Melbourne,Geelong,4.0,Todd Goldstein,North Melbourne,T_Goldstein,2014-08-02,5915
2014,19,Gold Coast,St Kilda,10.0,Dion Prestia,Gold Coast,D_Prestia,2014-08-02,5914
2014,19,Gold Coast,St Kilda,6.0,Michael Rischitelli,Gold Coast,M_Rischitelli,2014-08-02,5914
2014,19,Gold Coast,St Kilda,5.0,Tom J Lynch,Gold Coast,T_J_Lynch,2014-08-02,5914
2014,19,Gold Coast,St Kilda,4.0,Steven May,Gold Coast,S_May,2014-08-02,5914
2014,19,Gold Coast,St Kilda,2.0,Aaron Hall,Gold Coast,A_Hall,2014-08-02,5914
2014,19,Gold Coast,St Kilda,2.0,Jaeger O'Meara,Gold Coast,J_O'meara,2014-08-02,5914
2014,19,Gold Coast,St Kilda,1.0,Billy Longer,St Kilda,B_Longer,2014-08-02,5914
2014,19,Melbourne,Brisbane,10.0,Stefan Martin,Brisbane,S_Martin,2014-08-03,5916
2014,19,Melbourne,Brisbane,4.0,Rohan Bewick,Brisbane,R_Bewick,2014-08-03,5916
2014,19,Melbourne,Brisbane,4.0,Tom Rockliff,Brisbane,T_Rockliff,2014-08-03,5916
2014,19,Melbourne,Brisbane,4.0,Pearce Hanley,Brisbane,P_Hanley,2014-08-03,5916
2014,19,Melbourne,Brisbane,3.0,Nathan Jones,Melbourne,N_Jones,2014-08-03,5916
2014,19,Melbourne,Brisbane,2.0,James Frawley,Melbourne,J_Frawley,2014-08-03,5916
2014,19,Melbourne,Brisbane,2.0,Neville Jetta,Melbourne,N_Jetta,2014-08-03,5916
2014,19,Melbourne,Brisbane,1.0,Daniel McStay,Brisbane,D_Mcstay,2014-08-03,5916
2014,19,Hawthorn,Western Bulldogs,10.0,Jarryd Roughead,Hawthorn,J_Roughead,2014-08-03,5917
2014,19,Hawthorn,Western Bulldogs,7.0,Liam Shiels,Hawthorn,L_Shiels,2014-08-03,5917
2014,19,Hawthorn,Western Bulldogs,4.0,Shaun Burgoyne,Hawthorn,S_Burgoyne,2014-08-03,5917
2014,19,Hawthorn,Western Bulldogs,3.0,Jordan Lewis,Hawthorn,J_Lewis,2014-08-03,5917
2014,19,Hawthorn,Western Bulldogs,3.0,Grant Birchall,Hawthorn,G_Birchall,2014-08-03,5917
2014,19,Hawthorn,Western Bulldogs,2.0,Robert Murphy,Western Bulldogs,R_Murphy,2014-08-03,5917
2014,19,Hawthorn,Western Bulldogs,1.0,Ryan Griffen,Western Bulldogs,R_Griffen,2014-08-03,5917
2014,19,Collingwood,Port Adelaide,10.0,Dayne Beams,Collingwood,D_Beams,2014-08-03,5918
2014,19,Collingwood,Port Adelaide,6.0,Hamish Hartlett,Port Adelaide,H_Hartlett,2014-08-03,5918
2014,19,Collingwood,Port Adelaide,6.0,Steele Sidebottom,Collingwood,S_Sidebottom,2014-08-03,5918
2014,19,Collingwood,Port Adelaide,6.0,Scott Pendlebury,Collingwood,S_Pendlebury,2014-08-03,5918
2014,19,Collingwood,Port Adelaide,1.0,Taylor Adams,Collingwood,T_Adams,2014-08-03,5918
2014,19,Collingwood,Port Adelaide,1.0,Travis Cloke,Collingwood,T_Cloke,2014-08-03,5918
2014,20,Richmond,Essendon,8.0,Shane Edwards,Richmond,S_Edwards,2014-08-08,5919
2014,20,Richmond,Essendon,8.0,Dyson Heppell,Essendon,D_Heppell,2014-08-08,5919
2014,20,Richmond,Essendon,8.0,Brandon Ellis,Richmond,B_Ellis,2014-08-08,5919
2014,20,Richmond,Essendon,2.0,Brett Deledio,Richmond,B_Deledio,2014-08-08,5919
2014,20,Richmond,Essendon,2.0,Dustin Martin,Richmond,D_Martin,2014-08-08,5919
2014,20,Richmond,Essendon,1.0,Paul Chapman,Essendon,P_Chapman,2014-08-08,5919
2014,20,Richmond,Essendon,1.0,Ivan Maric,Richmond,I_Maric,2014-08-08,5919
2014,20,GWS,North Melbourne,10.0,Ben Cunnington,North Melbourne,B_Cunnington,2014-08-09,5920
2014,20,GWS,North Melbourne,8.0,Drew Petrie,North Melbourne,D_Petrie,2014-08-09,5920
2014,20,GWS,North Melbourne,5.0,Brent Harvey,North Melbourne,B_Harvey,2014-08-09,5920
2014,20,GWS,North Melbourne,3.0,Todd Goldstein,North Melbourne,T_Goldstein,2014-08-09,5920
2014,20,GWS,North Melbourne,2.0,Ryan Bastinac,North Melbourne,R_Bastinac,2014-08-09,5920
2014,20,GWS,North Melbourne,1.0,Toby Greene,GWS,T_Greene,2014-08-09,5920
2014,20,GWS,North Melbourne,1.0,Rhys Palmer,GWS,R_Palmer,2014-08-09,5920
2014,20,Carlton,Gold Coast,9.0,Chris Judd,Carlton,C_Judd,2014-08-09,5921
2014,20,Carlton,Gold Coast,8.0,Kade Simpson,Carlton,K_Simpson,2014-08-09,5921
2014,20,Carlton,Gold Coast,7.0,Jarrad Waite,Carlton,J_Waite,2014-08-09,5921
2014,20,Carlton,Gold Coast,3.0,Tom Bell,Carlton,T_Bell,2014-08-09,5921
2014,20,Carlton,Gold Coast,3.0,Dale Thomas,Carlton,D_Thomas,2014-08-09,5921
2014,20,Hawthorn,Melbourne,10.0,Jordan Lewis,Hawthorn,J_Lewis,2014-08-09,5922
2014,20,Hawthorn,Melbourne,8.0,Jarryd Roughead,Hawthorn,J_Roughead,2014-08-09,5922
2014,20,Hawthorn,Melbourne,6.0,Liam Shiels,Hawthorn,L_Shiels,2014-08-09,5922
2014,20,Hawthorn,Melbourne,3.0,Dom Tyson,Melbourne,D_Tyson,2014-08-09,5922
2014,20,Hawthorn,Melbourne,2.0,Sam Mitchell,Hawthorn,S_Mitchell,2014-08-09,5922
2014,20,Hawthorn,Melbourne,1.0,Ben Stratton,Hawthorn,B_Stratton,2014-08-09,5922
2014,20,Port Adelaide,Sydney,10.0,Ben McGlynn,Sydney,B_Mcglynn,2014-08-09,5923
2014,20,Port Adelaide,Sydney,7.0,Robbie Gray,Port Adelaide,R_Gray,2014-08-09,5923
2014,20,Port Adelaide,Sydney,5.0,Josh Kennedy,Sydney,J_Kennedy,2014-08-09,5923
2014,20,Port Adelaide,Sydney,3.0,Nick Malceski,Sydney,N_Malceski,2014-08-09,5923
2014,20,Port Adelaide,Sydney,2.0,Jack Hombsch,Port Adelaide,J_Hombsch,2014-08-09,5923
2014,20,Port Adelaide,Sydney,2.0,Jarrad McVeigh,Sydney,J_Mcveigh,2014-08-09,5923
2014,20,Port Adelaide,Sydney,1.0,Harry Cunningham,Sydney,H_Cunningham,2014-08-09,5923
2014,20,Geelong,Fremantle,10.0,Harry Taylor,Geelong,H_Taylor,2014-08-09,5924
2014,20,Geelong,Fremantle,4.0,Michael Barlow,Fremantle,M_Barlow,2014-08-09,5924
2014,20,Geelong,Fremantle,4.0,Andrew Mackie,Geelong,A_Mackie,2014-08-09,5924
2014,20,Geelong,Fremantle,4.0,Corey Enright,Geelong,C_Enright,2014-08-09,5924
2014,20,Geelong,Fremantle,3.0,Tom Hawkins,Geelong,T_Hawkins,2014-08-09,5924
2014,20,Geelong,Fremantle,3.0,Mitch Duncan,Geelong,M_Duncan,2014-08-09,5924
2014,20,Geelong,Fremantle,2.0,Nathan Fyfe,Fremantle,N_Fyfe,2014-08-09,5924
2014,20,Brisbane,Adelaide,9.0,Taylor Walker,Adelaide,T_Walker,2014-08-10,5925
2014,20,Brisbane,Adelaide,7.0,Rory Sloane,Adelaide,R_Sloane,2014-08-10,5925
2014,20,Brisbane,Adelaide,7.0,Sam Jacobs,Adelaide,S_Jacobs,2014-08-10,5925
2014,20,Brisbane,Adelaide,3.0,Brodie Martin,Adelaide,B_Martin,2014-08-10,5925
2014,20,Brisbane,Adelaide,2.0,Tom Rockliff,Brisbane,T_Rockliff,2014-08-10,5925
2014,20,Brisbane,Adelaide,1.0,Brad Crouch,Adelaide,B_Crouch,2014-08-10,5925
2014,20,Brisbane,Adelaide,1.0,Eddie Betts,Adelaide,E_Betts,2014-08-10,5925
2014,20,West Coast,Collingwood,10.0,Matt Priddis,West Coast,M_Priddis,2014-08-10,5927
2014,20,West Coast,Collingwood,8.0,Eric Mackenzie,West Coast,E_Mackenzie,2014-08-10,5927
2014,20,West Coast,Collingwood,5.0,Andrew Gaff,West Coast,A_Gaff,2014-08-10,5927
2014,20,West Coast,Collingwood,4.0,Jack Darling,West Coast,J_Darling,2014-08-10,5927
2014,20,West Coast,Collingwood,2.0,Luke Shuey,West Coast,L_Shuey,2014-08-10,5927
2014,20,West Coast,Collingwood,1.0,Sam Butler,West Coast,S_Butler,2014-08-10,5927
2014,20,St Kilda,Western Bulldogs,9.0,Adam Cooney,Western Bulldogs,A_Cooney,2014-08-10,5926
2014,20,St Kilda,Western Bulldogs,9.0,Jake Stringer,Western Bulldogs,J_Stringer,2014-08-10,5926
2014,20,St Kilda,Western Bulldogs,5.0,Stewart Crameri,Western Bulldogs,S_Crameri,2014-08-10,5926
2014,20,St Kilda,Western Bulldogs,5.0,Shaun Higgins,Western Bulldogs,S_Higgins,2014-08-10,5926
2014,20,St Kilda,Western Bulldogs,1.0,Leigh Montagna,St Kilda,L_Montagna,2014-08-10,5926
2014,20,St Kilda,Western Bulldogs,1.0,Jack Steven,St Kilda,J_Steven,2014-08-10,5926
2014,21,Carlton,Geelong,9.0,Josh Caddy,Geelong,J_Caddy,2014-08-15,5928
2014,21,Carlton,Geelong,6.0,Bryce Gibbs,Carlton,B_Gibbs,2014-08-15,5928
2014,21,Carlton,Geelong,5.0,Andrew Carrazzo,Carlton,A_Carrazzo,2014-08-15,5928
2014,21,Carlton,Geelong,4.0,Mark Blicavs,Geelong,M_Blicavs,2014-08-15,5928
2014,21,Carlton,Geelong,3.0,Harry Taylor,Geelong,H_Taylor,2014-08-15,5928
2014,21,Carlton,Geelong,2.0,Steven Motlop,Geelong,S_Motlop,2014-08-15,5928
2014,21,Carlton,Geelong,1.0,Michael Jamison,Carlton,M_Jamison,2014-08-15,5928
2014,21,Sydney,St Kilda,10.0,Lance Franklin,Sydney,L_Franklin,2014-08-16,5929
2014,21,Sydney,St Kilda,7.0,Jarrad McVeigh,Sydney,J_Mcveigh,2014-08-16,5929
2014,21,Sydney,St Kilda,7.0,Luke Parker,Sydney,L_Parker,2014-08-16,5929
2014,21,Sydney,St Kilda,2.0,Nick Malceski,Sydney,N_Malceski,2014-08-16,5929
2014,21,Sydney,St Kilda,2.0,Kieren Jack,Sydney,K_Jack,2014-08-16,5929
2014,21,Sydney,St Kilda,1.0,Gary Rohan,Sydney,G_Rohan,2014-08-16,5929
2014,21,Sydney,St Kilda,1.0,Jack Steven,St Kilda,J_Steven,2014-08-16,5929
2014,21,Gold Coast,Port Adelaide,9.0,Robbie Gray,Port Adelaide,R_Gray,2014-08-16,5930
2014,21,Gold Coast,Port Adelaide,8.0,Hamish Hartlett,Port Adelaide,H_Hartlett,2014-08-16,5930
2014,21,Gold Coast,Port Adelaide,6.0,Harley Bennell,Gold Coast,H_Bennell,2014-08-16,5930
